Chr	Mid	DCHpM
11	308938.5	0.3918
11	308939	0.5164
11	308939.5	0.4832
11	308940	0.2284
11	308941	0.2122
11	308941.5	0.0516
11	308943	0.2172
11	308944.5	0.08
11	308945	0.0516
11	308945.5	0.1606
11	308946.5	0.08
11	308947	0.2012
11	308947.5	0.1384
11	308948	0.1144
11	308949	0.08
11	308949.5	0.0628
11	308950	0.3072
11	308950.5	0.1032
11	308951	0.3384
11	308951.5	0.2706
11	308952	0.4654
11	308952.5	0.2174
11	308953	0.4342
11	308953.5	0.2714
11	308954	0.4296
11	308954.5	0.2528
11	308955	0.0628
11	308955.5	0.2012
11	308956	0.4084
11	308956.5	0.1658
11	308957.5	0.1168
11	308958.5	0.1168
11	308959	0.0584
11	308959.5	0.08
11	308961	0.1254
11	308961.5	0.2572
11	308962	0.1612
11	308963	0.11
11	308963.5	0.0628
11	308964	0.0516
11	308968.5	0.0584
11	308971	0.0806
11	308972	0.0516
11	308972.5	0.2354
11	308973	0.1384
11	308980	0.08
11	308981	0.0584
11	308982	0.0516
11	308982.5	0.08
11	308983	0.1144
11	308984	0.0628
11	308984.5	0.2768
11	308985	0.345
11	308985.5	0.43
11	308986	0.1168
11	308986.5	0.0516
11	308988.5	0.0516
11	308991	0.1614
11	308991.5	0.08
11	308992.5	0.103
11	308996	0.0584
11	308996.5	0.2638
11	308997	0.1212
11	308997.5	0.3158
11	308998	0.103
11	308998.5	0.1316
11	309015.5	0.0516
11	309031	0.08
11	309031.5	0.1384
11	309032	0.1142
11	309034	0.322
11	309034.5	0.1384
11	309035	0.1726
11	309035.5	0.0584
11	309037	0.08
11	309039.5	0.0516
11	309040	0.0628
11	309040.5	0.08
11	309065	0.103
11	309120	0.0584
11	309910	0.0584
11	309937.5	0.0584
11	309939.5	0.0628
11	309948	0.0806
11	309948.5	0.1428
11	309949	0.0628
11	309951	0.0628
11	309952	0.0584
11	309952.5	0.0584
11	309954	0.0628
11	309955	0.0516
11	309955.5	0.0584
11	309957.5	0.3574
11	309968.5	0.0584
11	309969.5	0.11
11	309972.5	0.0516
11	309977	0.08
11	309979	0.1428
11	309981	0.0584
11	309990	0.0628
11	309993.5	0.0584
11	310002	0.0628
11	310006	0.11
11	310011.5	0.0628
11	310012	0.0584
11	310013	0.08
11	310020	0.0516
11	310021	0.2644
11	310021.5	0.2062
11	310022	0.1836
11	310022.5	0.1904
11	310023	0.2116
11	310023.5	0.0516
11	310024	0.4414
11	310024.5	0.1256
11	310025	0.177
11	310025.5	0.0516
11	310026	0.0628
11	310033	0.1254
11	314567.5	0.0628
11	314628.5	0.0584
11	314663	0.0628
11	317142.5	0.0516
11	317161.5	0.0628
11	317259	0.0584
11	317349	0.0584
11	317353	0.0628
11	317361	0.08
11	317401	0.0584
11	317402	0.1142
11	317402.5	0.0628
11	317428.5	0.103
11	317440	0.0516
11	317504.5	0.0584
11	320969.5	0.0628
11	321296.5	0.0516
11	321734.5	0.0628
11	321735	0.0516
11	321750	0.08
11	321944	0.0516
11	321978	0.0584
11	322410	0.0584
11	322411	0.1142
11	322414.5	0.0516
11	322418	0.0584
11	322518	0.0516
11	322519.5	0.0516
11	322781	0.0806
11	322925	0.0584
11	322997	0.0628
11	323001	0.0806
11	323001.5	0.3084
11	323002	0.0628
11	323002.5	0.2354
11	323003	0.0516
11	323003.5	0.0516
11	323004.5	0.0516
11	323007	0.08
11	323028	0.0516
11	323049.5	0.1142
11	323063.5	0.08
11	327664.5	0.0584
11	327670.5	0.0516
11	327681	0.1142
11	327683.5	0.0516
11	327685.5	0.1254
11	327688	0.1322
11	327718	0.0516
11	327720	0.0806
11	327721	0.19
11	327722.5	0.0584
11	327724.5	0.0628
11	327726.5	0.0516
11	327727.5	0.1546
11	327729.5	0.1546
11	327730	0.495
11	327730.5	0.3406
11	327731	0.16
11	327732	0.0584
11	327732.5	0.0584
11	327733	0.0806
11	327733.5	0.2018
11	327734	0.1316
11	327735	0.0628
11	327735.5	0.11
11	327736	0.4698
11	327736.5	0.177
11	327737	0.3946
11	327737.5	0.3634
11	327738	0.139
11	327738.5	0.0516
11	327739	0.2016
11	327740	0.7026
11	327740.5	0.3806
11	327741	0.2286
11	327741.5	0.2862
11	327742	0.2862
11	327742.5	0.1316
11	327743	0.1316
11	327743.5	0.0516
11	327744	0.1254
11	327744.5	0.11
11	327745	0.293
11	327745.5	0.1254
11	327746	0.19
11	327746.5	0.2242
11	327747	0.3214
11	327747.5	0.2398
11	327748	0.2868
11	327748.5	0.1434
11	327749	0.213
11	327749.5	0.2938
11	327750.5	0.0806
11	327751	0.1144
11	327752	0.1428
11	327752.5	0.0806
11	327753	0.1832
11	327753.5	0.3964
11	327754	0.2242
11	327754.5	0.0584
11	327755	0.0628
11	327755.5	0.1316
11	327757	0.0516
11	327758	0.0584
11	327762.5	0.2812
11	327765.5	0.1316
11	327766	0.1384
11	327766.5	0.1432
11	327767	0.3806
11	327767.5	0.139
11	327775	0.103
11	327775.5	0.1882
11	327778	0.0516
11	327779	0.0584
11	327779.5	0.0516
11	327780	0.2012
11	327780.5	0.2018
11	327781	0.11
11	327781.5	0.2128
11	327782	0.1168
11	327782.5	0.0628
11	327783.5	0.1384
11	327784.5	0.1032
11	327785	0.11
11	327785.5	1.9638
11	327786	0.8364
11	327786.5	0.5232
11	327787	0.1726
11	327787.5	0.0516
11	327788.5	0.0516
11	327789	0.0584
11	327789.5	0.1144
11	327790	0.1384
11	327790.5	0.7944
11	327791	0.5326
11	327791.5	2.524
11	327792	0.7214
11	327792.5	0.1796
11	327793	0.4714
11	327793.5	0.1832
11	327795.5	0.0628
11	327796.5	0.1144
11	327797	0.1254
11	327797.5	0.08
11	327798	0.0628
11	327799	0.0584
11	327800	0.1614
11	327800.5	0.2284
11	327801.5	0.1838
11	327803	0.0584
11	327804	0.1614
11	327804.5	0.1384
11	327805	0.0806
11	327805.5	0.0628
11	327806.5	0.3744
11	327807	0.2714
11	327807.5	0.2868
11	327808	0.883
11	327808.5	0.7996
11	327809	0.3216
11	327809.5	0.1212
11	327810	0.4114
11	327810.5	0.7046
11	327811	0.3204
11	327811.5	0.2916
11	327812	0.08
11	327812.5	0.0516
11	327813	0.1384
11	327813.5	0.219
11	327814	0.2704
11	327814.5	0.0806
11	327815	0.0516
11	327815.5	0.488
11	327816	0.537
11	327816.5	1.4662
11	327817	0.1384
11	327817.5	0.183
11	327818.5	0.0584
11	327819.5	0.0516
11	327821	0.0584
11	327821.5	0.195
11	327822	0.2396
11	327822.5	0.285
11	327823	0.1168
11	327823.5	0.0584
11	327825.5	0.0584
11	327827.5	0.161
11	327830	0.0584
11	327834	0.08
11	327835	0.1726
11	327849	0.0516
11	327852.5	0.1882
11	327853.5	0.322
11	327858.5	0.0628
11	327871.5	0.08
11	327874	0.08
11	327875	0.0584
11	327875.5	0.103
11	327876	0.0584
11	327878.5	0.177
11	327879.5	0.1384
11	327882	0.0584
11	327901.5	0.139
11	327906.5	0.0516
11	327907	0.0584
11	327907.5	0.08
11	327911.5	0.0584
11	327971	0.0584
11	327981	0.08
11	327994.5	0.0516
11	328023	0.0516
11	328076.5	0.0516
11	329814.5	0.0516
11	329819.5	0.0516
11	329820	0.08
11	329868	0.0584
11	329919.5	0.103
11	329934	0.0628
11	329965	0.103
11	330020.5	0.0584
11	330021	0.0516
11	330022.5	0.08
11	330030.5	0.1168
11	330036	0.0628
11	334072.5	0.0516
11	334075	0.0584
11	334075.5	0.0628
11	334077	0.0806
11	334083.5	0.11
11	334084	0.0584
11	334084.5	0.0516
11	334085	0.11
11	334085.5	0.0584
11	334086.5	0.0516
11	334087.5	0.132
11	334088.5	0.2852
11	334089	0.0584
11	334089.5	0.3068
11	334090	0.11
11	334090.5	0.08
11	334116.5	0.0584
11	334117.5	0.0806
11	334122.5	0.0516
11	334123	0.0628
11	334123.5	0.08
11	334124.5	0.0628
11	334125	0.0584
11	334126	0.0584
11	334131.5	0.2056
11	334132	0.0584
11	334132.5	0.2638
11	334133	0.1254
11	334133.5	0.0584
11	334134.5	0.0806
11	334136	0.3198
11	334136.5	0.1316
11	334137.5	0.0584
11	334138	0.2196
11	334138.5	0.6682
11	334139	0.219
11	334140	0.7244
11	334140.5	0.5912
11	334141	0.5016
11	334141.5	0.241
11	334142	0.2706
11	334142.5	0.3024
11	334143	0.4474
11	334143.5	0.1904
11	334144	0.212
11	334144.5	0.1836
11	334145	0.1168
11	334145.5	0.1428
11	334146	0.08
11	334146.5	0.0806
11	334147.5	0.1144
11	334148.5	0.1316
11	334149	0.1316
11	334151	0.0584
11	334152.5	0.0516
11	334153	0.0584
11	334153.5	0.0584
11	334154	0.2238
11	334155.5	0.0516
11	334157.5	0.0516
11	334159	0.0806
11	334166.5	0.08
11	334167	0.1428
11	334169.5	0.08
11	334171.5	0.0584
11	334175.5	0.0584
11	334182	0.0584
11	334189	0.0516
11	334189.5	0.08
11	334190	0.0584
11	334190.5	0.11
11	334191	0.2596
11	334191.5	0.5188
11	334192	0.1726
11	334192.5	0.1168
11	334193	0.1322
11	334193.5	0.0806
11	334194	0.0516
11	334194.5	0.1546
11	334195	0.1212
11	334195.5	0.0628
11	334196.5	0.0516
11	334197	0.1882
11	334197.5	0.1144
11	334198.5	0.0516
11	334199	0.08
11	334201.5	0.139
11	334202	0.0628
11	334206.5	0.0584
11	334232	0.0516
11	335050	0.161
11	335105.5	0.0516
11	335107.5	0.0516
11	335108.5	0.0516
11	335110	0.0628
11	335111	0.0628
11	335112.5	0.0628
11	335113	0.0516
11	335113.5	0.0516
11	335116	0.11
11	335117	0.103
11	335119	0.0584
11	335119.5	0.0628
11	335120.5	0.1948
11	335122.5	0.0516
11	335123	0.0628
11	335123.5	0.0516
11	335124.5	0.0516
11	335125	0.0584
11	335126.5	0.0628
11	335129	0.0516
11	335130.5	0.0516
11	335135	0.0806
11	335137	0.0806
11	335140	0.0628
11	335141.5	0.0516
11	335146.5	0.2054
11	335147	0.08
11	335148	0.16
11	335148.5	0.0584
11	335149	0.139
11	335149.5	0.0516
11	335150.5	0.0628
11	335151.5	0.1428
11	335152	0.0516
11	335153	0.103
11	335161	0.1212
11	335163	0.0516
11	335164.5	0.0516
11	335167.5	0.1322
11	335168	0.0628
11	335168.5	0.0584
11	335170	0.1144
11	335170.5	0.2126
11	335171	0.0584
11	335171.5	0.0516
11	335172	0.11
11	335172.5	0.0584
11	335174	0.0584
11	335175.5	0.08
11	335176	0.0584
11	335178.5	0.161
11	335180	0.0516
11	335180.5	0.08
11	335181	0.6948
11	335181.5	0.0516
11	335184.5	0.1606
11	335186	0.08
11	335220.5	0.0516
11	335221.5	0.08
11	335226	0.0628
11	335226.5	0.08
11	335227	0.08
11	335227.5	0.0584
11	335229.5	0.0584
11	335234.5	0.0584
11	335236	0.212
11	335240.5	0.0628
11	337409	0.08
11	340642.5	0.08
11	340644	0.0584
11	340648	0.08
11	340653	0.0516
11	340659	0.0516
11	340668.5	0.0584
11	340671.5	0.0806
11	340672	0.08
11	340672.5	0.0516
11	340673	0.0516
11	340674.5	0.16
11	340675	0.0628
11	340677.5	0.0516
11	340678	0.0516
11	340678.5	0.08
11	340679.5	0.0516
11	340680	0.132
11	340680.5	0.2758
11	340681	0.11
11	340681.5	0.2576
11	340682	0.1212
11	340682.5	0.2932
11	340684	0.1316
11	340684.5	0.0628
11	340685	0.2378
11	340685.5	0.4176
11	340686	0.2862
11	340686.5	0.3828
11	340687	0.0628
11	340687.5	0.1316
11	340688.5	0.08
11	340689.5	0.0516
11	340690	0.1316
11	340690.5	0.16
11	340691	0.315
11	340691.5	0.3326
11	340692	0.396
11	340692.5	0.2406
11	340693	0.219
11	340693.5	0.0516
11	340696.5	0.1144
11	340697	0.1616
11	340698.5	0.08
11	340699	0.177
11	340699.5	0.103
11	340700	0.1432
11	340700.5	0.0628
11	340701	0.0516
11	340702.5	0.1032
11	340703.5	0.0628
11	340704.5	0.1316
11	340705	1.3672
11	340705.5	0.7244
11	340706	1.3228
11	340706.5	0.5034
11	340707	0.2396
11	340715	0.0584
11	340720	0.08
11	340723.5	0.0516
11	340724	0.0806
11	340724.5	0.0628
11	340746.5	0.08
11	340750	0.1254
11	340750.5	0.0516
11	340751	0.1256
11	340751.5	0.1546
11	340752	0.103
11	340752.5	0.2128
11	340753	0.2526
11	340754	0.132
11	340754.5	0.0806
11	340755	0.139
11	340756.5	0.1316
11	340757	0.1032
11	340757.5	0.0516
11	340758	0.0516
11	340758.5	0.0584
11	340766.5	0.0628
11	340834.5	0.0516
11	340835.5	0.0516
11	340846.5	0.0584
11	340848.5	0.0516
11	340862	0.0584
11	340864.5	0.0584
11	340867.5	0.1316
11	340873.5	0.0584
11	340879.5	0.0516
11	340880.5	0.0516
11	340892	0.08
11	340892.5	0.0584
11	340893.5	0.0584
11	340896	0.1254
11	340897.5	0.11
11	340898	0.0584
11	340898.5	0.11
11	340899	0.0516
11	340899.5	0.0516
11	340900	0.0516
11	340900.5	0.16
11	340903.5	0.3364
11	340904.5	0.1032
11	340905.5	0.2484
11	340906	0.0516
11	340906.5	0.1384
11	340907.5	0.1254
11	340908.5	0.24
11	340909.5	0.0584
11	340910	0.1606
11	340910.5	0.4474
11	340911	0.1168
11	340911.5	0.3838
11	340915.5	0.0584
11	340917	0.0584
11	340917.5	0.299
11	340918	0.0628
11	340922	0.0584
11	340924.5	0.0516
11	340925	0.0516
11	340928.5	0.0584
11	340932	0.0516
11	340941.5	0.0628
11	340942	0.0628
11	340943.5	0.08
11	340945	0.1606
11	340959.5	0.08
11	340995.5	0.0584
11	341020	0.0516
11	341021.5	0.08
11	341027.5	0.0584
11	341048	0.0584
11	341051.5	0.0584
11	341076.5	0.0584
11	342168	0.0516
11	342209	0.103
11	342213	0.0628
11	342227.5	0.08
11	342240.5	0.0516
11	342274.5	0.0516
11	342279.5	0.0584
11	342282.5	0.0628
11	342292	0.0584
11	342292.5	0.0516
11	342300	0.1168
11	342300.5	0.0584
11	342328	0.0806
11	346866	0.0628
11	346893	0.0516
11	346895	0.08
11	346900.5	0.0584
11	346909	0.0516
11	346910.5	0.0584
11	349293.5	0.0516
11	349309	0.08
11	349376.5	0.0584
11	352929	0.08
11	352932	0.0806
11	352932.5	0.08
11	352952	0.0516
11	352952.5	0.08
11	352969.5	0.0584
11	352975.5	0.0516
11	352976	0.0516
11	353020.5	0.0628
11	353032	0.0584
11	353037.5	0.1254
11	353044	0.0584
11	353045	0.0516
11	353076	0.0584
11	353080.5	0.0516
11	353083	0.0628
11	353279.5	0.0516
11	353302	0.0628
11	353306	0.1254
11	353308.5	0.0584
11	355014.5	0.0628
11	355030	0.1254
11	355149.5	0.0584
11	355152.5	0.0584
11	355182.5	0.0516
11	355184.5	0.0584
11	355189	0.0516
11	355199.5	0.2228
11	355200	0.0628
11	355200.5	0.0628
11	355201.5	0.0584
11	355209	0.0584
11	355231	0.0584
11	355232	0.08
11	355232.5	0.0516
11	355237	0.1212
11	355243.5	0.08
11	355251.5	0.0628
11	355262.5	0.0628
11	355280.5	0.0628
11	355281	0.0806
11	355282	0.0584
11	355282.5	0.1142
11	355283	0.1168
11	355283.5	0.0516
11	355284	0.1212
11	355285	0.0628
11	355285.5	0.08
11	355287	0.08
11	355287.5	0.0628
11	355290.5	0.0628
11	355292	0.0584
11	355293.5	0.16
11	355296	0.08
11	355296.5	0.08
11	355297.5	0.08
11	355301	0.08
11	355301.5	0.0516
11	355307	0.2346
11	355329	0.0584
11	355329.5	0.0516
11	355330.5	0.0584
11	355333.5	0.1726
11	355334	0.0628
11	355335.5	0.0584
11	355336.5	0.0516
11	355337	0.0516
11	355337.5	0.0516
11	355339	0.0584
11	355339.5	0.396
11	355340	0.4084
11	355340.5	0.1658
11	355342	0.0584
11	355342.5	0.0584
11	355343	0.0516
11	355345	0.0516
11	355348.5	0.0584
11	355355	0.0516
11	355382.5	0.0516
11	355386	0.0516
11	355386.5	0.0628
11	355387.5	0.0516
11	355388	0.0584
11	355388.5	0.0516
11	355392.5	0.0628
11	355396.5	0.08
11	355397	0.0628
11	355397.5	0.0628
11	355398.5	0.1254
11	355399	0.1546
11	355399.5	0.27
11	355400	0.3738
11	355400.5	0.1428
11	355403	0.16
11	355404	0.3716
11	355405	0.0516
11	355406	0.0806
11	355433.5	0.0584
11	355548	0.0516
11	355549.5	0.0628
11	355621	0.0584
11	355630.5	0.103
11	355669	0.0516
11	355671	0.0628
11	355680	0.177
11	355682.5	0.0628
11	355688.5	0.0584
11	355710	0.08
11	355711.5	0.1212
11	355712	0.1384
11	355712.5	0.1384
11	355713.5	0.1906
11	355714	0.5098
11	355715.5	0.0516
11	355741	0.0628
11	355754	0.08
11	355755	0.08
11	355755.5	0.0584
11	355757.5	0.0806
11	355759.5	0.0516
11	355771	0.0516
11	355781	0.0628
11	355858.5	0.0584
11	355861.5	0.08
11	355863	0.0806
11	355895	0.0584
11	355921.5	0.0516
11	355932	0.1384
11	355932.5	0.0516
11	355979	0.0584
11	355981.5	0.1384
11	355982	0.0628
11	355993.5	0.0628
11	355999	0.0628
11	356045	0.0584
11	356066	0.0516
11	356066.5	0.0628
11	356068.5	0.1546
11	356072.5	0.139
11	356074.5	0.08
11	356080	0.0628
11	356080.5	0.1428
11	356093.5	0.0628
11	356095.5	0.0516
11	356096.5	0.08
11	356098.5	0.08
11	356131.5	0.0584
11	356138.5	0.0516
11	356141.5	0.1682
11	356142	0.2174
11	356142.5	0.0516
11	356156	0.08
11	356158.5	0.08
11	356160.5	0.08
11	356162	0.0628
11	356195	0.0584
11	356206	0.0806
11	356206.5	0.19
11	356212	0.1836
11	356212.5	0.19
11	356216.5	0.0806
11	356232.5	0.0628
11	356235	0.0584
11	356235.5	0.103
11	356244	0.0516
11	356244.5	0.0516
11	356248	0.1726
11	356249	0.213
11	356249.5	0.0516
11	356252	0.08
11	356253	0.11
11	356253.5	0.0584
11	356256	0.0516
11	356315.5	0.1142
11	356316	0.0628
11	356358	0.0628
11	356360	0.0628
11	356410	0.0584
11	356413.5	0.08
11	358113.5	0.0516
11	358212	0.0516
11	358235	0.0584
11	358236.5	0.1614
11	358238.5	0.0516
11	361925	0.0516
11	361926.5	0.0628
11	361928	0.0584
11	361928.5	0.0516
11	361929	0.0584
11	361958	0.0584
11	361971	0.0628
11	361977	0.0628
11	361978	0.139
11	361978.5	0.1944
11	361979	0.161
11	361979.5	0.2116
11	361980	0.0516
11	361980.5	0.161
11	361981	0.0516
11	361981.5	0.08
11	361982	0.0516
11	361982.5	0.0516
11	361983	0.0628
11	362055	0.08
11	362055.5	0.19
11	362056	0.1384
11	362057	0.08
11	362276.5	0.0584
11	362304	0.0628
11	362327.5	0.0806
11	362331	0.0628
11	362348	0.4232
11	362349	0.1212
11	362351.5	0.0584
11	362361.5	0.0628
11	362362.5	0.0584
11	362368	0.1254
11	362369	0.0584
11	362369.5	0.1546
11	362370	0.2126
11	362370.5	0.3574
11	362371	0.1606
11	362371.5	0.08
11	362372	0.0584
11	362372.5	0.1254
11	362373	0.1212
11	362414.5	0.0516
11	362415.5	0.0628
11	362416	0.2126
11	362416.5	0.0584
11	362417	0.08
11	362418	0.264
11	362418.5	0.0628
11	362419	0.0516
11	364426	0.0584
11	364430.5	0.0584
11	364443	0.0584
11	364447	0.0516
11	364461.5	0.1254
11	364462	0.1838
11	364462.5	0.0806
11	364465.5	0.1168
11	364468	0.1384
11	364469	0.0516
11	364469.5	0.0584
11	364470	0.11
11	364472	0.0806
11	364473	0.4512
11	364473.5	0.0584
11	364475.5	0.0584
11	364477.5	0.08
11	364478	0.0516
11	364478.5	0.1254
11	364479	0.0628
11	364479.5	0.0516
11	364480.5	0.0516
11	364481	0.0628
11	364483	0.1658
11	364483.5	0.0516
11	364484	0.9812
11	364484.5	0.2244
11	364485.5	0.0628
11	364486	0.0516
11	364486.5	0.1254
11	364487	0.166
11	364488.5	0.0516
11	364489.5	0.0584
11	364490.5	0.0516
11	364491.5	0.1882
11	364492	0.2172
11	364492.5	0.0516
11	364493	0.3514
11	364493.5	0.1032
11	364494	0.0516
11	364494.5	0.1836
11	364495	0.213
11	364495.5	0.0584
11	364496	0.0516
11	364496.5	0.103
11	364498.5	0.08
11	364500.5	0.0516
11	364501	0.11
11	364501.5	0.0584
11	364503	0.0516
11	364503.5	0.0516
11	364510.5	0.0516
11	364514	0.11
11	364514.5	0.0516
11	364535	0.0584
11	364536	0.1606
11	364536.5	0.1836
11	364537.5	0.0628
11	364538	0.11
11	364539	0.08
11	364539.5	0.1168
11	364540	0.322
11	364540.5	0.2336
11	364541	0.0806
11	364544	0.0628
11	364546	0.0516
11	364559.5	0.0516
11	364560	0.0806
11	364562.5	0.08
11	364565.5	0.0516
11	364566.5	0.0628
11	364579.5	0.0516
11	364583	0.0628
11	364788.5	0.1032
11	364795.5	0.0584
11	364848	0.0516
11	364850	0.1428
11	364889	0.0516
11	365090.5	0.103
11	365122.5	0.0516
11	365231	0.0584
11	365247.5	0.1032
11	365257.5	0.08
11	365258	0.2184
11	365293.5	0.0516
11	365297	0.0806
11	365307	0.0584
11	365320	0.0516
11	365339	0.0584
11	365419	0.0516
11	369231	0.0584
11	369274	0.0628
11	369304	0.0584
11	369305	0.0806
11	369305.5	0.0628
11	369306.5	0.0516
11	369311	0.0516
11	369324.5	0.0516
11	369329.5	0.0628
11	369333.5	0.0584
11	369348.5	0.0806
11	369350.5	0.0584
11	369352.5	0.1616
11	369353.5	0.5244
11	369354	0.11
11	369354.5	0.2778
11	369355.5	0.0584
11	369357	0.0584
11	369361	0.103
11	369378.5	0.0628
11	369397.5	0.103
11	369399.5	0.0516
11	369459.5	0.0584
11	369476.5	0.0584
11	369481	0.0516
11	369484	0.0628
11	369488.5	0.08
11	369492.5	0.0584
11	369506	0.0516
11	369508	0.08
11	369510	0.11
11	369510.5	0.1032
11	369511	0.08
11	369511.5	0.11
11	369513.5	0.08
11	369514.5	0.0584
11	369515	0.0516
11	369516.5	0.1316
11	369517	0.3146
11	369518	0.0584
11	369529	0.0584
11	369533.5	0.0628
11	369534	0.08
11	369538	0.0516
11	369541	0.0584
11	369544.5	0.16
11	369550.5	0.103
11	369562	0.08
11	369563.5	0.0628
11	369564.5	0.2016
11	369565.5	0.08
11	369566	0.132
11	369567	0.0516
11	369569.5	0.0516
11	369571.5	0.0516
11	369572.5	0.0584
11	369573.5	0.08
11	369575	0.0516
11	369583	0.0584
11	369587.5	0.0516
11	369589	0.0516
11	369593.5	0.0516
11	369658	0.0584
11	369659	0.1212
11	369659.5	0.0516
11	369661	0.0628
11	369663.5	0.0584
11	369664	0.139
11	369664.5	0.0628
11	369665.5	0.0584
11	369666	0.0516
11	369666.5	0.3152
11	369667	0.1658
11	369667.5	0.1316
11	369668	0.0516
11	369668.5	0.08
11	369670.5	0.0584
11	369671.5	0.08
11	369672	0.2758
11	369672.5	0.4284
11	369673	0.2266
11	369673.5	0.1836
11	369674	0.3856
11	369674.5	0.1434
11	369675	0.1032
11	369675.5	0.0516
11	369676	0.213
11	369676.5	0.2242
11	369677	0.2286
11	369677.5	0.3606
11	369678	0.3806
11	369678.5	0.0584
11	369679	0.5038
11	369679.5	3.5366
11	369680	1.0592
11	369680.5	1.5168
11	369681	0.5718
11	369681.5	0.08
11	369682	0.0806
11	369683	0.0628
11	369683.5	0.0806
11	369684.5	0.2198
11	369685	0.4
11	369685.5	0.5984
11	369686	0.0516
11	369686.5	0.1684
11	369687.5	0.5906
11	369688.5	0.22
11	369689	0.1684
11	369689.5	0.3226
11	369690	0.0628
11	369690.5	0.1836
11	369691	0.183
11	369691.5	0.1904
11	369693	0.0516
11	369695.5	0.1168
11	369698	0.139
11	369699	0.08
11	369700	0.0516
11	369702.5	0.0516
11	369739	0.0584
11	369740	0.0584
11	371527	0.0516
11	371555	0.0516
11	371555.5	0.0628
11	371577	0.0628
11	371579	0.1254
11	371579.5	0.0628
11	371583.5	0.1254
11	371587	0.103
11	371607	0.0806
11	371617.5	0.0584
11	371621	0.103
11	371634.5	0.1254
11	371638.5	0.0806
11	371658.5	0.08
11	371662.5	0.0516
11	371673.5	0.0584
11	371674	0.0806
11	371675	0.0516
11	371675.5	0.0628
11	371687.5	0.0806
11	371689	0.0516
11	371690	0.11
11	374241.5	0.0628
11	374311.5	0.0584
11	382068.5	0.08
11	382071	0.1384
11	382075	0.0628
11	382076.5	0.0516
11	382077.5	0.0584
11	382079	0.235
11	382079.5	0.0628
11	382080	0.0584
11	382081.5	0.0806
11	382083	0.0628
11	382084	0.1658
11	382084.5	0.0516
11	382086	0.08
11	382088	0.0628
11	382091.5	0.08
11	382104	0.0628
11	382107	0.0584
11	382108	0.0516
11	382109.5	0.0628
11	382110	0.0584
11	382112.5	0.0516
11	382113	0.0628
11	382113.5	0.1322
11	382114	0.4012
11	382114.5	0.2602
11	382115	0.2242
11	382115.5	0.1384
11	382116	0.1832
11	382116.5	0.0516
11	382118	0.08
11	382118.5	0.1546
11	382119	0.08
11	382120	0.4698
11	382120.5	0.7966
11	382121	0.235
11	382121.5	0.1142
11	382122	0.219
11	382123	0.0584
11	382124.5	0.1546
11	382125	0.2174
11	382126	0.1032
11	382127	0.0516
11	382128	0.1728
11	382130.5	0.08
11	382131.5	0.177
11	382132	0.1142
11	382132.5	0.8906
11	382133	0.595
11	382133.5	0.1212
11	382134	0.19
11	382134.5	0.1212
11	382135	0.0516
11	382136	0.0516
11	382136.5	0.1614
11	382137	0.0584
11	382138	0.0806
11	382139	0.166
11	382139.5	0.1428
11	382140	0.1212
11	382141	0.0516
11	382141.5	0.0628
11	382142	0.3742
11	382142.5	1.5
11	382143	0.6356
11	382143.5	0.1546
11	382144.5	0.0806
11	382145.5	0.3674
11	382146.5	0.0516
11	382150.5	0.139
11	382151.5	0.1614
11	382152.5	0.0516
11	382155	0.1254
11	382155.5	0.0806
11	382156	0.0516
11	382157	0.0516
11	382164	0.0628
11	382166	0.0516
11	382167	0.1142
11	382168.5	0.0806
11	382169.5	0.0628
11	382170.5	0.0516
11	382171.5	0.0516
11	382172	0.08
11	382172.5	0.2416
11	382173.5	0.0628
11	382174	0.1144
11	382174.5	0.5482
11	382175	0.0584
11	382175.5	0.08
11	382180	0.1614
11	382183	0.0628
11	382186.5	0.0584
11	382187.5	0.0584
11	382188	0.1546
11	382189	0.3376
11	382189.5	0.0806
11	382190	0.5912
11	382190.5	0.8546
11	382191	0.19
11	382191.5	0.5102
11	382192	0.1428
11	382192.5	0.6642
11	382193	0.5526
11	382193.5	2.5884
11	382194	1.5488
11	382194.5	0.9236
11	382195	0.5728
11	382195.5	1.0144
11	382196	0.9956
11	382196.5	0.1144
11	382197	0.183
11	382197.5	0.103
11	382198.5	0.0516
11	382199.5	0.1428
11	382200	0.2714
11	382200.5	1.869
11	382201	0.7512
11	382201.5	0.0516
11	382202	0.1428
11	382203	0.1684
11	382203.5	0.1384
11	382204	0.1168
11	382204.5	0.1614
11	382205.5	0.1606
11	382206	0.1546
11	382206.5	0.0628
11	382207	0.1546
11	382207.5	0.0628
11	382208	0.139
11	382210.5	0.0516
11	382212	0.0516
11	382213.5	0.0516
11	382214.5	0.11
11	382217	0.11
11	382219	0.11
11	382219.5	0.569
11	382220	0.1726
11	382220.5	0.1428
11	382221	0.161
11	382223.5	0.0516
11	382226	0.0584
11	382227	0.0516
11	382227.5	0.0584
11	382229	0.0628
11	382230	0.0806
11	382230.5	0.1836
11	382243	0.2488
11	382246	0.0516
11	382246.5	0.0584
11	382249	0.132
11	382251	0.0628
11	382271.5	0.0628
11	382291	0.0584
11	382296	0.132
11	382296.5	0.0806
11	382313.5	0.0628
11	382398	0.0584
11	382423.5	0.0516
11	382424.5	0.2644
11	382425.5	0.0584
11	382426	0.0584
11	382426.5	0.0516
11	382427	0.0628
