id	Meiosis	threshold	Genotype	GenotypeID	chr	start5	start3	stop5	stop3	debut	fin	type	chromatids	len_min	len_mid	len_max	nb_seg	seg_len_mid	seg_len_min	seg_len_max	seg_start5	seg_start3	seg_stop5	seg_stop3	PanHpM	GenomeHpM	Obs_Exp_HpM	nb_snp	seg_nb_SNP	SpAff	groupe	classe	LSB	LCO	LNCO	CutMin	CutMax	MaxNCO	MinNCO	midpoint	midpoint1	midpoint2	midpoint3	commande	Notes	B_type	extend	LocalEventHpM_NWT	LocalEventHpM_Ntel	LocalEventHpM_Ntkd	LocalEventHpM_SFA	LocalEventHpM_DC
87	OMT10	1500	OMT	0	7	360287	360441	360942	361541	360363.75	361241.75	(3:5)_(3:5a)_(2:6)_(3:5a)_(4:4aCO)	2_nonsis	502	878	1253	5	293_182_57_346	                      57_0_0_12	529_363_114_680	360287_360498_360816_360861_360942	360441_360816_360861_360930_361541	360498_360816_360861_360942_395416	360816_360861_360930_361541_395553	2.96	104	0.03	6	2_1_1_2	6_56_6_6	2	31	1	1	0	1	1	0	0	360802.75	360802.75	NA	NA	                      graph_bin_annot3(7,359000,362000,c(5,6,7,8))		Two-Sided Unidirectional	626.5	2.3046	1.3067	0.679	1.6994	0
90	OMT10	1500	OMT	0	7	482421	483344	488836	489042	482882.75	488938.75	(2:6)_(3:5)_(3:5a)_(2:6)_(3:5a)_(4:4aCO)	2_nonsis	5493	6056	6620	6	1233_500_1138_57_3128	                      569_134_948_0_2994	1897_867_1327_114_3263	482421_483913_484452_485728_485779_488836	483344_484318_484780_485779_485842_489042	483913_484452_485728_485779_488836_609044	484318_484780_485779_485842_489042_609307	1765.39	551	3.2	25	4_2_10_1_8	34_3_35_5_5	2	31	1	1	0	1	1	0	0	485910.75	485910.75	NA	NA	                      graph_bin_annot3(7,481000,490000,c(3,4,5,6))		Two-Sided Unidirectional	3310	1027.2069	987.5636	884.7376	1510.1904	34.1842
97	OMT10	1500	OMT	0	7	968127	968214	973354	974385	968170.5	973869.5	(3:5)_(4:4ai)_(3:5a)_(4:4bCO)	2_nonsis	5141	5699	6257	4	1873_1298_2528	                      1789_1221_1977	1957_1374_3080	968127_970003_971305_973354	968214_970084_971377_974385	970003_971305_973354_987011	970084_971377_974385_987084	1801.92	521	3.46	44	19_10_15	3_7_4	2	32	1	1	0	1	1	0	0	971020	971020	NA	NA	                      graph_bin_annot3(7,967000,975000,c(3,4,7,8))		Two-Sided Unidirectional	3128.5	1030.4946	1042.0105	1430.7548	1297.6542	25.264
89	OMT10	1500	OMT	0	7	478509	478940	479689	480192	478724.5	479940.5	(5:3)_(4:4)_(3:5)_(4:4aCO)	2_nonsis	750	1216	1682	4	230_575_410	                      0_401_0	461_749_821	478509_478940_479371_479689	478940_478970_479689_480192	478940_479371_479689_482421	478970_479689_480192_483344	141.65	140	1.01	11	1_9_1	3_3_378	3	20	1	1	0	2	2	1	1	479332.5	479332.5	NA	NA	                      graph_bin_annot3(7,477000,481000,c(3,4,7,8))		One-Sided Bidirectional	841	305.5072	302.5638	306.3133	384.453	11.195
84	OMT10	1500	OMT	0	7	206685	206716	209279	209637	206700.25	209458.25	(3:5)_(4:4)_(3:5a)_(6:2)_(5:3)_(4:4aCO)	2_nonsis	2564	2758	2951	6	196_881_925_88_667	                      22_495_634_0_464	371_1267_1216_176_870	206685_206738_207551_208639_208767_209279	206716_207056_208005_208767_208815_209637	206738_207551_208639_208767_209279_248225	207056_208005_208767_208815_209637_249983	94.76	246	0.39	28	3_7_6_1_11	6_6_5_125_5	3	20	1	1	0	2	2	1	1	208079.25	208079.25	NA	NA	                      graph_bin_annot3(7,205000,210000,c(1,2,5,6))		Two-Sided Bidirectional	1475.5	50.3828	54.9259	62.6839	44.0168	0.139
83	OMT10	1500	OMT	0	7	197989	198003	201499	201788	197995.75	201643.75	(3:5)_(4:4)_(4:4ai)_(5:3)_(6:2)_(5:3)_(4:4bCO)	2_nonsis	3497	3648	3798	7	878_136_348_1230_322_733	                      749_0_2_758_0_406	1006_272_695_1702_645_1060	197989_198752_198995_199026_200448_200728_201499	198003_198995_199024_199690_200728_201093_201788	198752_198995_199026_200448_200728_201499_206685	198995_199024_199690_200728_201093_201788_206716	308.46	316	0.98	14	3_1_2_5_1_2	3_3_37_8_3_3	3	21	1	1	0	2	2	1	1	199819.75	199819.75	NA	NA	                      graph_bin_annot3(7,196000,202000,c(3,4,7,8))		Sym 4:4	1899	324.5813	399.6826	359.5169	575.3766	5.8904
91	OMT10	1500	OMT	0	7	609044	609307	610674	611145	609175.5	610909.5	(5:3)_(4:4)_(5:3)_(4:4)_(5:3)_(6:2)_(7:1)_(6:2ai)_(7:1)_(5:3a)_(4:4)	2_sis	1368	1734	2100	0	135_54_264_84_10_172_20_28_145_822	                      0_11_209_67_0_155_0_0_0_456	270_98_319_101_21_188_41_55_290_1187	609044_609307_609325_609614_609711_609715_609887_609903_609928_609958_610674	609307_609314_609405_609644_609715_609732_609903_609928_609958_610218_611145	609307_609325_609614_609711_609715_609887_609903_609928_609958_610674_612267	609314_609405_609644_609715_609732_609903_609928_609958_610218_611145_612759	3288.46	175	18.81	18	1_2_2_3_1_4_1_1_1_2	7_7_7_7_7_8_3_8_8_37	0	1	2	0	2	2	2	2	2	610042.5	609609	610476	NA	                      graph_bin_annot3(7,608000,612000,c(3,4,7,8))		2-sis NCO	1050	2610.3183	2896.6581	3237.8602	6206.4851	138.2598
103	OMT10	1500	OMT	0	8	108568	108672	108672	109025	108620.25	108848.25	5:3	1	1	228	456	1	228	0	457	108568_108672	108672_109025	108672_110685	109025_111245	1.97	38	0.05	1	1	5	1	1	1	0	1	1	1	1	1	108734.25	108734.25	NA	NA	                      graph_bin_annot3(8,107000,110000,c(5,6))		One-Sided	228	4.965	3.6064	5.1837	1.1323	0
101	OMT10	1500	OMT	0	8	16906	17120	17359	17641	17013	17500	5:3	1	240	487	734	1	487	239	735	16906_17359	17120_17641	17359_46055	17641_46220	146.09	61	2.39	7	7	2	1	1	1	0	1	1	1	1	1	17256.5	17256.5	NA	NA	                      graph_bin_annot3(8,15000,18000,c(1,2))		One-Sided	367	134.4566	170.6372	92.047	118.2062	1.8488
105	OMT10	1500	OMT	0	8	186876	187527	187695	187989	187201.75	187841.75	5:3	1	169	640	1112	1	640	168	1113	186876_187695	187527_187989	187695_206103	187989_206439	1147.98	93	12.4	2	2	6	1	1	1	0	1	1	1	1	1	187521.75	187521.75	NA	NA	                      graph_bin_annot3(8,185000,188000,c(5,6))		One-Sided	556	894.6879	870.7225	873.1291	719.8592	14.2928
106	OMT10	1500	OMT	0	8	206103	206439	207745	208403	206271	208074	5:3	1	1307	1803	2299	1	1803	1306	2300	206103_207745	206439_208403	207745_233475	208403_233495	472.32	191	2.47	7	7	5	1	1	1	0	1	1	1	1	1	207172.5	207172.5	NA	NA	                      graph_bin_annot3(8,205000,209000,c(5,6))		One-Sided	1149.5	513.5397	436.0246	534.6567	236.1553	10.3166
110	OMT10	1500	OMT	0	8	360746	360898	360906	361205	360821.75	361055.75	3:5	1	9	234	458	1	234	8	459	360746_360906	360898_361205	360906_373732	361205_373987	118.94	38	3.12	2	2	3	1	2	1	0	1	1	1	1	1	360938.75	360938.75	NA	NA	                      graph_bin_annot3(8,359000,362000,c(3,4))		One-Sided	229	97.0158	77.8302	131.0975	28.5745	2.0562
111	OMT10	1500	OMT	0	8	373732	373987	374065	374774	373859.5	374419.5	3:5	1	79	560	1041	1	560	78	1042	373732_374065	373987_374774	374065_449402	374774_449894	241.34	87	2.78	2	2	7	1	2	1	0	1	1	1	1	1	374139.5	374139.5	NA	NA	                      graph_bin_annot3(8,372000,375000,c(7,8))		One-Sided	520.5	160.9029	155.9204	148.516	305.063	1.3588
107	OMT10	1500	OMT	0	8	233475	233495	235099	235912	233485.25	235505.25	5:3_6:2	1	1605	2020	2436	2	1552_468	                      1499_18	1606_918	233475_234994_235099	233495_235081_235912	234994_235099_322533	235081_235912_323234	25.66	203	0.13	14	10_4	6_5	1	7	1	0	1	1	1	1	1	234495.25	234495.25	NA	NA	                      graph_bin_annot3(8,232000,236000,c(5,6))		Full Conversion	1218	58.902	54.7891	78.2173	33.9438	0
109	OMT10	1500	OMT	0	8	336133	336486	338239	338392	336309.5	338315.5	5:3_5:3a_5:3b	2_nonsis	1754	2006	2258	3	1436_236_334	                      1110_0_171	1761_472_498	336133_337596_337894_338239	336486_337894_338068_338392	337596_337894_338239_360746	337894_338068_338392_360898	669.73	188	3.56	10	7_1_2	2_17_27	3	30	1	0	1	1	2	2	1	337312.5	337312.5	NA	NA	                      graph_bin_annot3(8,335000,339000,c(1,2,7,8))		Two Chr	1129	435.2986	417.2866	500.0789	353.3067	7.606
114	OMT10	1500	OMT	0	8	511816	512259	512291	512682	512037.5	512486.5	(5:3)_(4:4aCO)	2_nonsis	33	449	865	2	449	32	866	511816_512291	512259_512682	512291_525517	512682_562643	365.71	72	5.08	2	2	127	1	1	1	1	0	1	1	0	0	512262	512262	NA	NA	                      graph_bin_annot3(8,510000,513000,c(1,2,7,8))		One-Sided Unidirectional	432.5	286.3825	315.047	231.3652	143.2525	2.928
113	OMT10	1500	OMT	0	8	484090	485522	487338	487560	484806	487449	(5:3)_(4:4aCO)	2_nonsis	1817	2643	3469	2	2643	1816	3470	484090_487338	485522_487560	487338_511816	487560_512259	575.47	289	1.99	17	17	346	1	1	1	1	0	1	1	0	0	486127.5	486127.5	NA	NA	                      graph_bin_annot3(8,483000,488000,c(3,4,5,6))		One-Sided Unidirectional	1734.5	377.4465	278.1454	319.4515	316.9044	6.7976
108	OMT10	1500	OMT	0	8	322533	323234	324770	325071	322883.5	324920.5	(3:5)_(2:6)_(3:5)_(5:3)_(4:4aCO)	2_nonsis	1537	2037	2537	5	476_132_592_838	                      0_0_0_101	953_263_1183_1574	322533_323234_323486_323497_324770	323234_323486_323497_324669_325071	323234_323486_323497_324770_336133	323486_323497_324669_325071_336486	309.94	211	1.47	5	1_1_1_2	2_1_1_34	3	20	1	1	0	2	2	1	1	323902	323902	NA	NA	                      graph_bin_annot3(8,321000,326000,c(1,2,3,4))		One-Sided Bidirectional	1268.5	277.7569	242.1987	255.5787	199.9971	2.2776
104	OMT10	1500	OMT	0	8	110685	111245	113512	114144	110965	113828	(6:2)_(5:3)_(4:4)_(5:3)_(3:5)_(4:4aCO)	2_nonsis	2268	2863	3458	6	390_174_130_1580_589	                      1_13_42_1271_0	779_335_218_1889_1178	110685_111246_111477_111623_112966_113512	111245_111464_111581_111695_113512_114144	111246_111477_111623_112966_113512_186876	111464_111581_111695_113512_114144_187527	189.52	288	0.66	16	2_2_3_8_1	12_1_2_2_34	3	20	1	1	0	2	2	1	1	112396.5	112396.5	NA	NA	                      graph_bin_annot3(8,109000,115000,c(1,2,3,4))		One-Sided Bidirectional	1729	175.3765	108.633	176.3563	180.9526	1.3874
102	OMT10	1500	OMT	0	8	46055	46220	50752	51058	46137.25	50905.25	(5:3)_(6:2i)_(5:3a)_(5:3)_(6:2a)_(5:3a)_(6:2a)_(5:3a)_(6:2a)_(5:3a)_(4:4ai)_(4:4)	3	4533	4768	5002	0	621_822_624_214_652_220_125_524_62_706_199	                      237_12_99_107_431_0_0_448_0_638_0	1005_1631_1148_321_874_439_250_599_123_775_398	46055_46457_47072_48187_48327_48939_49201_49378_49899_49977_50660_50752	46220_47060_48088_48220_48508_49201_49378_49451_49977_50022_50752_51058	46457_47072_48187_48327_48939_49201_49378_49899_49977_50660_50752_108568	47060_48088_48220_48508_49201_49378_49451_49977_50022_50752_51058_108672	1374.02	416	3.3	40	3_2_3_4_7_1_1_9_1_8_1	2_6_2_26_256_5_5_5_5_5_4	0	1	2	0	2	2	2	2	2	48521.25	47329.25	49713.25	NA	                      graph_bin_annot3(8,45000,52000,c(1,2,3,4,5,6))		2-sis NCO	2501	1254.4207	1278.5839	742.4382	605.4645	50.9026
112	OMT10	1500	OMT	0	8	449402	449894	462176	462297	449648.25	462236.25	(5:3)_(6:2)_(5:3)_(4:4)_(5:3)_(6:2)_(5:3)_(6:2ai)_(5:3)_(7:1)_(6:2)_(7:1)_(6:2)_(4:4aCO)	3	12283	12588	12894	0	5857_170_1304_75_399_118_980_140_494_678_221_360_1791	                      5474_10_1242_0_273_21_909_0_242_483_1_0_1570	6240_331_1367_150_525_216_1051_279_745_874_441_721_2012	449402_455368_455652_456941_457019_457364_457565_458489_458616_459010_459844_459885_460285_462176	449894_455642_455699_457019_457091_457544_457580_458616_458768_459361_459884_460285_460606_462297	455368_455652_456941_457019_457364_457565_458489_458616_459010_459844_459885_460285_462176_484090	455642_455699_457019_457091_457544_457580_458616_458768_459361_459884_460285_460606_462297_485522	2285.59	1074	2.13	104	45_2_14_1_4_3_12_1_5_6_2_1_8	6_5_5_6_6_5_5_1_1_15_1_1_1	0	2	2	1	1	2	2	1	1	455942.25	452795.25	459089.25	NA	                      graph_bin_annot3(8,448000,463000,c(1,2,3,4,5,6))		>2 Chr CO	6447	2209.7419	2441.49	2357.4092	1777.5445	119.5374
122	OMT10	1500	OMT	0	9	273624	273888	275131	275192	273755.75	275161.75	2:6_3:5_4:4_3:5	1	1244	1406	1567	4	192_390_704_120	                      0_254_559_19	385_525_849_220	273624_273888_274263_274972_275131	273888_274009_274413_275112_275192	273888_274263_274972_275131_340507	274009_274413_275112_275192_340858	434.81	130	3.33	11	1_3_4_3	56_6_5_5	1	8	1	0	1	1	1	1	1	274458.75	274458.75	NA	NA	                      graph_bin_annot3(9,272000,276000,c(5,6))		Full Conversion	783.5	388.9612	387.3926	370.6207	309.8197	7.2592
121	OMT10	1500	OMT	0	9	244304	244618	244765	244951	244461	244858	5:3_5:3a	1	148	397	646	2	230_166	                      0_0	461_333	244304_244618_244765	244618_244765_244951	244618_244765_273624	244765_244951_273888	86.86	54	1.61	2	1_1	1_12	2	11	1	0	1	1	1	1	1	244659.5	244659.5	NA	NA	                      graph_bin_annot3(9,243000,245000,c(1,2))		Two-sided	323	84.652	75.0348	66.7005	89.2116	0.9432
118	OMT10	1500	OMT	0	9	113159	113517	115941	116245	113338	116093	5:3_6:2_5:3_5:3a_5:3b	2_nonsis	2425	2755	3085	5	918_204_210_1132_290	                      624_0_0_919_46	1213_408_419_1346_535	113159_114141_114372_114549_115710_115941	113517_114372_114549_114791_115895_116245	114141_114372_114549_115710_115941_137266	114372_114549_114791_115895_116245_138115	352.88	257	1.37	20	11_1_1_5_2	7_8_8_68_67	3	30	1	0	1	1	2	2	1	114715.5	114715.5	NA	NA	                      graph_bin_annot3(9,112000,117000,c(5,6,7,8))		Two Chr	1542.5	304.5836	236.3061	273.9737	101.0463	1.7106
120	OMT10	1500	OMT	0	9	212207	213470	213470	213953	212838.5	213711.5	(5:3)_(4:4aCO)	2_nonsis	1	873	1745	2	873	0	1746	212207_213470	213470_213953	213470_244304	213953_244618	139.18	145	0.96	1	1	347	1	1	1	1	0	1	1	0	0	213275	213275	NA	NA	                      graph_bin_annot3(9,211000,214000,c(3,4,7,8))		One-Sided Unidirectional	872.5	274.3387	288.0082	322.4303	37.1995	2.243
117	OMT10	1500	OMT	0	9	91970	92242	93903	94143	92106	94023	(3:5)_(4:4)_(4:4aCO)	2_nonsis	1662	1917	2172	3	780_1136	                      587_959	974_1314	91970_92829_93903	92242_92944_94143	92829_93903_113159	92944_94143_113517	283.29	181	1.57	25	4_21	7_7	1	5	1	1	0	1	1	0	0	93064.5	93064.5	NA	NA	                      graph_bin_annot3(9,90000,95000,c(5,6,7,8))		One-Sided Unidirectional	1086	314.6308	391.4699	277.2436	485.2431	5.4328
115	OMT10	1500	OMT	0	9	47519	47656	48252	48606	47587.25	48429.25	(5:3)_(5:3a)_(4:4aCO)	2_nonsis	597	842	1086	3	254_588	                      110_336	397_840	47519_47766_48252	47656_47916_48606	47766_48252_53832	47916_48606_54480	163.36	90	1.81	5	2_3	5_16	2	30	1	1	0	1	1	0	0	48008.25	48008.25	NA	NA	                      graph_bin_annot3(9,46000,49000,c(1,2,5,6))		Two-Sided Unidirectional	543	246.6049	207.1823	227.3169	94.4624	2.9214
123	OMT10	1500	OMT	0	9	340507	340858	342462	342976	340682.75	342718.75	(3:5)_(2:6)_(3:5)_(2:6)_(3:5a)_(4:4aCO)	2_nonsis	1605	2036	2468	6	504_369_754_99_311	                      0_1_669_0_0	1007_737_839_198_622	340507_340858_341515_342264_342354_342462	340858_341514_341595_342354_342462_342976	340858_341515_342264_342354_342462_430585	341514_341595_342354_342462_342976_439888	83.41	205	0.41	16	1_2_11_1_1	3_4_4_4_1	2	32	1	1	0	1	1	0	0	341700.75	341700.75	NA	NA	                      graph_bin_annot3(9,339000,343000,c(1,2,3,4))		Two-Sided Unidirectional	1234	108.3282	90.043	100.9742	30.1367	1.0174
116	OMT10	1500	OMT	0	9	53832	54480	55071	55251	54156	55161	(3:5)_(6:2)_(4:4aCO)	2_nonsis	592	1005	1418	3	620_386	                      0_0	1239_771	53832_54480_55071	54480_55071_55251	54480_55071_91970	55071_55251_92242	2013.65	118	17.05	2	1_1	6_126	3	20	1	1	0	2	2	1	1	54658.5	54658.5	NA	NA	                      graph_bin_annot3(9,52000,56000,c(1,2,5,6))		One-Sided Bidirectional	709	1897.6539	1806.7372	1589.3916	936.4949	48.2782
119	OMT10	1500	OMT	0	9	137266	138115	143458	144100	137690.75	143778.75	(4:4ai)_(5:3)_(4:4ai)_(4:4)_(3:5)_(2:6)_(3:5)_(2:6ai)_(3:5a)_(2:6ai)_(2:6b)_(3:5)_(2:6)_(3:5b)_(2:6)_(3:5b)_(3:5c)_(4:4bCO)	4	5344	6088	6833	0	504_721_224_1130_637_80_280_60_74_406_144_532_272_134_11_296_582	                      20_509_38_764_251_0_199_0_0_234_0_488_200_61_0_186_156	987_933_411_1496_1023_160_361_120_148_579_287_577_345_208_22_406_1008	137266_138135_138762_139106_139937_140853_140960_141212_141321_141332_141703_141911_142478_142688_142884_142896_143092_143458	138115_138253_139068_139173_140602_140960_141013_141321_141332_141469_141911_141990_142488_142823_142896_142906_143302_144100	138135_138762_139106_139937_140853_140960_141212_141321_141332_141703_141911_142478_142688_142884_142896_143092_143458_212207	138253_139068_139173_140602_140960_141013_141321_141332_141469_141911_141990_142488_142823_142896_142906_143302_144100_213470	1089.74	569	1.92	69	2_11_2_12_4_1_4_1_1_4_1_7_7_5_1_3_3	13_4_4_13_1_2_2_6_1_1_15_156_2_1_1_1_17	0	2	2	1	1	2	3	2	1	140734.75	139212.75	142256.75	NA	                      graph_bin_annot3(9,136000,145000)		>2 Chr CO	3416.5	1158.4162	1212.1097	1157.3722	2056.7899	31.9992
135	OMT10	1500	OMT	0	10	360767	360976	361340	361485	360871.5	361412.5	5:3	1	365	541	717	1	541	364	718	360767_361340	360976_361485	361340_486009	361485_486193	576.46	60	9.66	4	4	1	1	1	1	0	1	1	1	1	1	361142	361142	NA	NA	                      graph_bin_annot3(10,359000,362000,c(1,2))		One-Sided	358.5	595.277	764.6678	619.5872	510.1955	27.459
126	OMT10	1500	OMT	0	10	83804	83877	85773	85992	83840.5	85882.5	5:3	1	1897	2042	2187	1	2042	1896	2188	83804_85773	83877_85992	85773_159135	85992_159148	171.75	182	0.94	13	13	5	1	1	1	0	1	1	1	1	1	84861.5	84861.5	NA	NA	                      graph_bin_annot3(10,82000,86000,c(5,6))		One-Sided	1093.5	266.1571	321.5451	262.1256	88.1463	7.1028
130	OMT10	1500	OMT	0	10	220326	220622	220637	221804	220474.25	221220.25	6:2	1	16	746	1477	1	746	15	1478	220326_220637	220622_221804	220637_236615	221804_236674	180.14	123	1.46	2	2	34	1	10	1	0	1	1	1	1	1	220847.25	220847.25	NA	NA	                      graph_bin_annot3(10,219000,222000,c(3,4))		Full Conversion	738.5	145.4689	118.8415	151.5816	188.2089	2.2464
140	OMT10	1500	OMT	0	10	709147	709747	709747	711083	709447	710415	2:6	1	1	968	1935	1	968	0	1936	709147_709747	709747_711083	709747_721671	711083_721886	52.81	161	0.33	1	1	34	1	10.1	1	0	1	1	1	1	1	709931	709931	NA	NA	                      graph_bin_annot3(10,708000,712000,c(3,4))		Full Conversion	967.5	63.3857	80.8323	40.0954	38.0794	0.8302
124	OMT10	1500	OMT	0	10	22158	22350	24307	26108	22253.75	25207.75	3:5_4:4_3:5a	1	1958	2954	3949	3	546_760_1648	                      422_87_102	669_1433_3194	22158_22772_22914_24307	22350_22827_24205_26108	22772_22914_24307_55650	22827_24205_26108_56177	52.32	329	0.16	15	6_5_4	6_6_5	2	16	1	0	1	1	1	1	1	23730.75	23730.75	NA	NA	                      graph_bin_annot3(10,21000,27000,c(5,6))		Two-sided	1974.5	108.1211	125.7823	99.9367	57.7489	2.5806
128	OMT10	1500	OMT	0	10	171829	172240	173515	173883	172034.75	173698.75	5:3_4:4_6:2_5:3a	1	1276	1664	2053	4	414_538_337_375	                      0_3_0_181	828_1074_674_569	171829_172240_172660_173314_173515	172240_172657_173314_173334_173883	172240_172660_173314_173515_183834	172657_173314_173334_173883_184128	809.9	171	4.74	10	1_2_1_6	4_4_34_4	2	23	1	0	1	1	1	1	1	172866.75	172866.75	NA	NA	                      graph_bin_annot3(10,170000,174000,c(3,4))		Two-sided + patch	1026.5	1165.9891	1462.0452	1000.2898	442.5575	47.7426
132	OMT10	1500	OMT	0	10	240364	240782	246652	247233	240572.75	246942.75	3:5_2:6_3:5_2:6_3:5a	2_nonsis	5871	6370	6868	5	698_210_391_3568_1502	                      341_1_0_2271_245	1056_420_782_4864_2759	240364_241123_241421_241543_244474_246652	240782_241420_241543_242203_246407_247233	241123_241421_241543_244474_246652_313030	241420_241543_242203_246407_247233_313808	894.3	572	1.56	31	3_2_1_20_5	4_3_3_3_6	3	30	1	0	1	1	2	2	1	243757.75	243757.75	NA	NA	                      graph_bin_annot3(10,239000,248000,c(3,4,5,6))		Two Chr	3434	752.9294	788.4351	828.0606	1073.8032	13.0554
141	OMT10	1500	OMT	0	10	721671	721886	721886	722092	721778.75	721988.75	(3:5)_(4:4aCO)	2_nonsis	1	210	420	2	210	0	421	721671_721886	721886_722092	721886_725933	722092_745751	12.83	35	0.37	1	1	4	1	2	1	1	0	1	1	0	0	721883.75	721883.75	NA	NA	                      graph_bin_annot3(10,720000,723000,c(1,2,3,4))		One-Sided Unidirectional	210	26.0159	20.4185	30.9159	27.0301	0.1384
139	OMT10	1500	OMT	0	10	637795	637967	638018	638343	637880.75	638180.75	(4:4ai)_(5:3)_(4:4bCO)	2_nonsis	52	300	547	3	95_204	                      5_38	185_371	637795_637972_638018	637967_637980_638343	637972_638018_709147	637980_638343_709747	7.9	46	0.17	4	2_2	28_7	1	11	1	1	0	1	1	0	0	638030.75	638030.75	NA	NA	                      graph_bin_annot3(10,636000,639000,c(1,2,7,8))		Sym 4:4	273.5	16.5229	13.4912	17.8122	19.8342	0
131	OMT10	1500	OMT	0	10	236615	236674	236674	236901	236644.5	236787.5	(2:6)_(4:4aCO)	2_nonsis	1	143	285	2	143	0	286	236615_236674	236674_236901	236674_240364	236901_240782	1258.03	24	53.01	1	1	12	1	16	1	1	0	1	2	1	0	236716	236716	NA	NA	                      graph_bin_annot3(10,235000,237000,c(1,2,3,4))		Full Conversion	142.5	715.093	889.2607	1139.113	1429.6587	26.1692
136	OMT10	1500	OMT	0	10	486009	486193	486432	486501	486100.75	486466.75	(2:6)_(4:4aCO)	2_nonsis	240	366	491	2	366	239	492	486009_486432	486193_486501	486432_567525	486501_568041	88.84	41	2.17	6	6	78	1	16	1	1	0	1	2	1	0	486283.75	486283.75	NA	NA	                      graph_bin_annot3(10,485000,487000,c(5,6,7,8))		Full Conversion	245.5	79.9706	94.2327	78.7372	141.1538	1.4444
134	OMT10	1500	OMT	0	10	331024	332595	331024	332595	331417	332202	(4:4aCO)	2_nonsis	0	785	1570	1	0	0	0	331024	332595	360767	360976	8.39	131	0.06	0	0	0	1	100	1	1	0	1	1	0	0	331809.5	331809.5	NA	NA	                      graph_bin_annot3(10,330000,333000,c(1,2,7,8))		No Strand Transfer	785	9.1021	6.8637	7.5041	3.8813	0
138	OMT10	1500	OMT	0	10	601293	609171	601293	609171	603263	607201	(4:4aCO)	2_nonsis	0	3938	7877	1	0	0	0	601293	609171	637795	637967	453.56	656	0.69	0	0	0	1	100	1	1	0	1	1	0	0	605232	605232	NA	NA	                      graph_bin_annot3(10,600000,610000,c(3,4,5,6))		No Strand Transfer	3938.5	557.4582	462.4633	406.8968	793.9517	17.5548
137	OMT10	1500	OMT	0	10	567525	568041	573950	574034	567783	573992	(3:5)_(3:5a)_(4:4aCO)	2_nonsis	5910	6209	6508	3	2030_4178	                      764_3128	3297_5229	567525_568805_573950	568041_570822_574034	568805_573950_601293	570822_574034_609171	3503.15	542	6.46	7	4_3	4_23	2	31	1	1	0	1	1	0	0	570887.5	570887.5	NA	NA	                      graph_bin_annot3(10,566000,575000,c(1,2,3,4))		Two-Sided Unidirectional	3254	2677.0559	2715.8059	3986.9576	3147.5696	90.216
127	OMT10	1500	OMT	0	10	159135	159148	161596	162223	159141.5	161909.5	(3:5)_(3:5a)_(2:6)_(3:5a)_(4:4ai)_(4:4bCO)	2_nonsis	2449	2768	3087	6	1019_340_220_416_772	                      682_0_0_93_345	1356_681_439_740_1200	159135_159830_160491_160511_161023_161596	159148_160491_160511_160930_161251_162223	159830_160491_160511_161023_161596_171829	160491_160511_160930_161251_162223_172240	1291.6	257	5.02	11	4_1_1_3_2	4_34_4_4_7	2	31	1	1	0	1	1	0	0	160525.5	160525.5	NA	NA	                      graph_bin_annot3(10,158000,163000,c(3,4,7,8))		Two-Sided Unidirectional	1543.5	1087.727	933.4141	1120.1488	641.0774	10.9278
133	OMT10	1500	OMT	0	10	313030	313808	318240	318505	313418.75	318372.75	(5:3)_(4:4)_(5:3)_(4:4ai)_(5:3)_(4:4ai)_(4:4bCO)_(3:5)_(2:6)_(3:5)_(2:6)_(3:5)_(4:4b)	2_nonsis	4433	4954	5474	13	1476_68_318_297_136_505_351_492_52_72_54_1132	                      1077_0_215_244_0_46_0_456_0_0_0_983	1875_137_422_350_271_964_702_529_104_143_107_1282	313030_314885_314905_315237_315571_315587_315888_316551_317046_317080_317150_317223_318240	313808_314905_315022_315327_315587_315842_316551_316590_317080_317150_317223_317257_318505	314885_314905_315237_315571_315587_315888_316551_317046_317080_317150_317223_318240_331024	314905_315022_315327_315587_315842_316551_316590_317080_317150_317223_317257_318505_332595	2814.66	456	6.18	28	7_1_2_2_1_3_1_3_1_1_1_5	2_2_2_8_8_8_17_1_2_2_2_2	3	21	1	1	0	2	2	1	1	315895.75	315895.75	NA	NA	                      graph_bin_annot3(10,312000,319000,c(1,2,7,8))		Sym 4:4	2737	1689.5756	1814.9704	2088.4201	2454.3804	44.1256
125	OMT10	1500	OMT	0	10	55650	56177	60064	60979	55913.5	60521.5	(4:4ai)_(2:6i)_(3:5)_(4:4bCO)_(3:5)_(3:5a)_(3:5b)_(4:4cCO)	4	3888	4608	5328	0	1866_1117_324_176_248_284_594	                      1179_405_17_69_12_0_0	2552_1829_632_282_483_568_1188	55650_57356_58607_59202_59308_59496_59791_60064	56177_58202_59185_59239_59484_59791_60064_60979	57356_58607_59202_59308_59496_59791_60064_83804	58202_59185_59239_59484_59791_60064_60979_83877	607.05	444	1.37	20	7_2_4_3_2_1_1	46_48_345_8_8_38_28	0	3	2	2	0	2	2	0	0	58217.5	57065.5	59369.5	NA	                      graph_bin_annot3(10,54000,61000)	Legit dCO	dCO	2664	822.9223	942.4661	767.1245	370.5244	13.2364
