id	Meiosis	threshold	Genotype	GenotypeID	chr	start5	start3	stop5	stop3	debut	fin	type	chromatids	len_min	len_mid	len_max	nb_seg	seg_len_mid	seg_len_min	seg_len_max	seg_start5	seg_start3	seg_stop5	seg_stop3	PanHpM	GenomeHpM	Obs_Exp_HpM	nb_snp	seg_nb_SNP	SpAff	groupe	classe	LSB	LCO	LNCO	CutMin	CutMax	MaxNCO	MinNCO	midpoint	midpoint1	midpoint2	midpoint3	commande	Notes	B_type	extend	LocalEventHpM_NWT	LocalEventHpM_Ntel	LocalEventHpM_Ntkd	LocalEventHpM_SFA	LocalEventHpM_DC
109	OMT4	1500	OMT	4	8	511816	512259	513034	514468	512037.25	513751.25	(6:2)_(5:3)_(4:4ai)_(4:4bCO)	2_nonsis	776	1714	2651	4	449_228_1037	                      32_0_288	866_455_1786	511816_512291_512682_513034	512259_512682_512746_514468	512291_512682_513034_525517	512682_512746_514468_562643	372.62	221	1.69	6	2_1_3	56_7_5	1	11	1	1	0	1	1	0	0	512894.25	512894.25	NA	NA	                      graph_bin_annot3(8,510000,515000,c(5,6,7,8))		Sym 4:4	1325.5	291.8254	317.7332	233.9377	148.5954	2.928
97	OMT4	1500	OMT	4	8	21033	21160	21541	21579	21096.25	21560.25	(6:2)_(4:4aCO)	2_nonsis	382	464	545	2	464	381	546	21033_21541	21160_21579	21541_23964	21579_24334	137.2	45	3.02	2	2	78	1	15	1	1	0	1	2	1	0	21328.25	21328.25	NA	NA	                      graph_bin_annot3(8,20000,22000,c(1,2,7,8))		Full Conversion	272.5	177.9962	179.7992	210.723	191.8373	2.1902
98	OMT4	1500	OMT	4	8	23964	24334	26184	26675	24149.25	26429.25	(3:5)_(2:6i)_(1:7)_(2:6i)_(3:5a)_(2:6i)_(3:5a)_(2:6a)_(2:6bi)_(4:4)	2_sis	1851	2280	2710	0	451_471_136_270_60_218_108_198_368	                      192_330_0_156_0_125_0_53_7	710_612_272_384_120_312_215_343_730	23964_24526_25004_25138_25432_25522_25677_25834_25945_26184	24334_24674_25138_25276_25522_25552_25834_25892_26177_26675	24526_25004_25138_25432_25522_25677_25834_25945_26184_116330	24674_25138_25276_25522_25552_25834_25892_26177_26675_117152	592.74	226	2.63	26	3_4_1_4_1_5_1_4_3	7_6_8_8_7_7_7_5_68	0	1	2	0	2	2	2	2	2	25289.25	24719.25	25859.25	NA	                      graph_bin_annot3(8,22000,27000,c(5,6,7,8))		2-sis NCO	1355	611.9147	569.2549	471.3012	744.4922	14.2464
108	OMT4	1500	OMT	4	8	497380	497405	499040	499430	497392.75	499234.75	(5:3)_(5:3a)_(6:2)_(4:4)	2_sis	1636	1842	2049	0	78_1479_285	                      0_1331_8	157_1627_562	497380_497405_498868_499040	497405_497537_499032_499430	497405_498868_499040_511816	497537_499032_499430_512259	481.2	171	2.82	11	1_8_2	3_35_6	0	1	2	0	2	2	2	2	2	498313.75	497853.25	498774.25	NA	                      graph_bin_annot3(8,496000,500000,c(3,4,5,6))		2-sis NCO	1024.5	246.5006	242.6586	302.136	479.5093	1.2552
121	OMT4	1500	OMT	4	9	382792	382906	384418	384629	382849.25	384523.25	6:2_5:3_4:4_5:3	1	1513	1674	1836	4	808_440_41_385	                      699_368_0_259	917_513_82_511	382792_383605_384077_384118_384418	382906_383709_384118_384159_384629	383605_384077_384118_384418_405665	383709_384118_384159_384629_405821	103.64	153	0.68	20	10_4_1_5	78_7_8_8	1	7	1	0	1	1	1	1	1	383686.25	383686.25	NA	NA	                      graph_bin_annot3(9,381000,385000,c(7,8))		Full Conversion	918	204.5535	231.008	139.6775	77.2035	3.3748
132	OMT4	1500	OMT	4	10	567298	567353	568805	570822	567325.5	569813.5	5:3_6:2_5:3a	1	1453	2488	3523	3	168_290_2030	                      109_0_764	227_579_3297	567298_567462_567525_568805	567353_567525_568041_570822	567462_567525_568805_570822	567525_568041_570822_573135	644.56	293	2.2	7	2_1_4	5_6_5	2	19	1	0	1	1	1	1	1	568569.5	568569.5	NA	NA	                      graph_bin_annot3(10,566000,571000,c(5,6))		Two-sided	1761.5	697.549	722.4961	864.042	185.0203	10.9708
135	OMT4	1500	OMT	4	10	639041	639365	641346	641571	639202.75	641458.75	(3:5)_(2:6)_(4:4aCO)	2_nonsis	1982	2256	2529	3	239_2016	                      0_1827	478_2206	639041_639365_641346	639365_639519_641571	639365_641346_725933	639519_641571_745751	2313.72	211	10.99	14	1_13	4_3	1	9	1	1	0	1	1	0	0	640330.75	640330.75	NA	NA	                      graph_bin_annot3(10,638000,642000,c(1,2,3,4))		One-Sided Unidirectional	1264.5	1883.4701	2129.8782	2047.7444	3348.8311	67.7448
127	OMT4	1500	OMT	4	10	211498	211638	211638	211656	211568	211647	(2:6)_(4:4aCO)	2_nonsis	1	79	157	2	79	0	158	211498_211638	211638_211656	211638_253405	211656_254075	0.99	13	0.08	1	1	56	1	16	1	1	0	1	2	1	0	211607.5	211607.5	NA	NA	                      graph_bin_annot3(10,210000,212000,c(1,2,5,6))		Full Conversion	78.5	0.712	0.2764	2.1883	0.6942	0
125	OMT4	1500	OMT	4	10	179084	179602	181065	181281	179343	181173	(5:3)_(6:2)_(5:3)_(5:3a)_(4:4aCO)	2_nonsis	1464	1830	2196	5	803_165_244_618	                      532_110_0_309	1074_220_488_927	179084_180134_180268_180354_181065	179602_180158_180354_180756_181281	180134_180268_180354_181065_194790	180158_180354_180756_181281_194922	496.5	183	2.72	10	3_3_1_3	356_3_3_34	2	30	1	1	0	1	1	0	0	180258	180258	NA	NA	                      graph_bin_annot3(10,178000,182000,c(3,4,5,6))		Two-Sided Unidirectional	1098	329.2822	324.307	419.6756	394.1631	7.0512
130	OMT4	1500	OMT	4	10	360316	360588	362886	363087	360452.25	362986.25	(3:5)_(3:5a)_(4:4)_(2:6)_(4:4aCO)	2_nonsis	2299	2534	2770	5	420_1143_702_270	                      179_667_160_0	660_1619_1243_541	360316_360767_361643_362546_362886	360588_360976_362386_362886_363087	360767_361643_362546_362886_461975	360976_362386_362886_363087_462161	847.41	231	3.67	14	3_6_4_1	8_78_7_78	2	31	1	1	0	1	1	0	0	361719.25	361719.25	NA	NA	                      graph_bin_annot3(10,359000,364000,c(3,4,7,8))		Two-Sided Unidirectional	1385	840.2173	1089.8953	922.1125	1123.0891	30.1826
145	OMT4	1500	OMT	4	11	327707	327893	328709	329482	327799.75	329095.75	5:3_6:2_5:3	1	817	1296	1774	3	138_152_1006	                      0_94_607	275_209_1406	327707_327893_328076_328709	327893_327982_328102_329482	327893_328076_328709_351989	327982_328102_329482_352346	682.07	148	4.62	14	1_6_7	4_3_3	1	3	1	0	1	1	1	1	1	328447.75	328447.75	NA	NA	                      graph_bin_annot3(11,326000,330000,c(3,4))		One-Sided + patch	887	809.1468	510.3361	1018.9662	633.3169	36.613
141	OMT4	1500	OMT	4	11	198458	198833	201727	202124	198645.5	201925.5	3:5_2:6_4:4_2:6	1	2895	3280	3665	4	453_640_568_1618	                      0_312_446_1360	906_969_691_1876	198458_198833_199676_200248_201727	198833_199364_199802_200367_202124	198833_199676_200248_201727_217298	199364_199802_200367_202124_217457	389.9	305	1.28	36	1_7_6_22	6_5_56_56	1	8	1	0	1	1	1	1	1	200285.5	200285.5	NA	NA	                      graph_bin_annot3(11,197000,203000,c(5,6))		Full Conversion	1832.5	156.5747	125.6388	217.3399	546.9041	0.3142
137	OMT4	1500	OMT	4	11	69153	69417	70711	70841	69285	70776	5:3_6:2_5:3_4:4_5:3a	1	1295	1491	1687	5	394_140_134_682_142	                      245_0_1_615_21	543_279_268_748_262	69153_69662_69696_69942_70579_70711	69417_69696_69941_69964_70690_70841	69662_69696_69942_70579_70711_80854	69696_69941_69964_70690_70841_81244	477.25	140	3.4	16	3_1_2_7_3	7_8_8_7_8	2	17	1	0	1	1	1	1	1	70030.5	70030.5	NA	NA	                      graph_bin_annot3(11,68000,71000,c(7,8))		Two-sided + patch	843.5	515.5876	611.6481	521.0932	433.4466	15.3294
151	OMT4	1500	OMT	4	11	486704	487095	488665	489458	486899.5	489061.5	(3:5)_(4:4)_(3:5)_(2:6)_(4:4aCO)	2_nonsis	1571	2162	2753	5	564_632_393_572	                      266_439_219_92	863_825_567_1053	486704_487361_488006_488405_488665	487095_487567_488186_488573_489458	487361_488006_488405_488665_526688	487567_488186_488573_489458_527413	205.31	229	0.9	13	2_5_4_2	3_3_3_4	1	12	1	1	0	1	1	0	0	487980.5	487980.5	NA	NA	                      graph_bin_annot3(11,485000,490000,c(3,4,7,8))		One-Sided Unidirectional	1376.5	242.3838	261.1003	206.4591	320.5557	4.632
156	OMT4	1500	OMT	4	11	641940	642207	643856	643871	642073.5	643863.5	(5:3)_(6:2)_(5:3a)_(4:4aCO)	2_nonsis	1650	1790	1930	4	227_1012_550	                      0_861_485	454_1164_616	641940_642207_643255_643856	642207_642394_643371_643871	642207_643255_643856_658549	642394_643371_643871_666816	25.66	161	0.16	19	1_9_9	6_5_7	2	32	1	1	0	1	1	0	0	642968.5	642968.5	NA	NA	                      graph_bin_annot3(11,640000,644000,c(5,6,7,8))		Two-Sided Unidirectional	965	21.4207	16.4565	10.6926	5.8609	0.1032
147	OMT4	1500	OMT	4	11	379888	380602	382357	382980	380244.75	382668.75	(2:6)_(3:5)_(4:4aCO)_(3:5a)_(4:4a)	2_nonsis	1756	2424	3091	5	566_1120_348_390	                      0_702_61_0	1131_1538_636_779	379888_380602_381721_382201_382357	380602_381019_382140_382357_382980	380602_381721_382201_382357_389926	381019_382140_382357_382980_389996	478.24	257	1.86	9	1_5_2_1	56_8_7_8	2	32	1	1	0	1	1	0	0	381456.75	381456.75	NA	NA	                      graph_bin_annot3(11,378000,383000,c(5,6,7,8))		Two-Sided Unidirectional	1545.5	676.4109	705.9516	565.7979	689.6474	40.017
146	OMT4	1500	OMT	4	11	351989	352346	355543	355649	352167.75	355595.75	(5:3)_(4:4ai)_(3:5)_(2:6)_(3:5)_(3:5a)_(2:6a)_(3:5b)_(4:4bCO)	3	3198	3428	3659	0	778_112_688_165_756_675_102_153	                      497_0_639_0_273_247_1_69	1059_223_738_330_1239_1103_202_237	351989_352843_353048_353705_353786_354308_355272_355412_355543	352346_353048_353066_353786_354035_355025_355411_355474_355649	352843_353048_353705_353786_354308_355272_355412_355543_379888	353048_353066_353786_354035_355025_355411_355474_355649_380602	888.87	305	2.92	26	4_1_9_1_2_4_2_3	3_7_8_3_3_46_5_6	0	2	2	1	1	2	2	1	1	353881.75	353024.75	354738.75	NA	                      graph_bin_annot3(11,350000,356000,c(3,4,5,6,7,8))		>2 Chr CO	1829.5	523.5855	660.1308	618.9586	862.0047	9.2248
162	OMT4	1500	OMT	4	12	198146	198396	198771	199043	198271	198907	3:5_2:6_3:5	1	376	636	896	3	284_44_308	                      136_0_151	431_88_466	198146_198532_198577_198771	198396_198577_198620_199043	198532_198577_198771_266094	198577_198620_199043_266454	151.02	75	2.02	11	5_1_5	8_7_7	1	4	1	0	1	1	1	1	1	198589	198589	NA	NA	                      graph_bin_annot3(12,197000,200000,c(7,8))		One-Sided + patch	448	144.5524	148.8868	78.2027	137.3052	1.8688
180	OMT4	1500	OMT	4	12	832633	833476	833540	834769	833054.5	834154.5	6:2	1	65	1100	2135	1	1100	64	2136	832633_833540	833476_834769	833540_867405	834769_869664	54.29	178	0.31	3	3	34	1	10	1	0	1	1	1	1	1	833604.5	833604.5	NA	NA	                      graph_bin_annot3(12,831000,835000,c(3,4))		Full Conversion	1067.5	82.991	77.679	97.7774	25.0745	0.9532
184	OMT4	1500	OMT	4	12	1011170	1011621	1014437	1014538	1011395.5	1014487.5	3:5_2:6_3:5a	2_nonsis	2817	3092	3367	3	1514_1370_208	                      605_635_105	2422_2106_311	1011170_1012226_1014227_1014437	1011621_1013592_1014332_1014538	1012226_1014227_1014437_1026889	1013592_1014332_1014538_1027477	2598	280	9.27	11	5_4_2	356_3_6	3	30	1	0	1	1	2	2	1	1012941.5	1012941.5	NA	NA	                      graph_bin_annot3(12,1010000,1015000,c(3,4,5,6))		Two Chr	1683.5	2208.206	2548.8635	1729.0769	2821.0419	52.694
181	OMT4	1500	OMT	4	12	867405	869664	875259	876120	868534.5	875689.5	3:5_5:3_3:5_4:4_2:6_3:5a	2_nonsis	5596	7155	8714	6	1459_1198_2072_442_1444_540	                      0_555_1723_0_954_26	2918_1840_2422_885_1933_1054	867405_869664_870878_873227_873300_875066_875259	869664_870323_871504_873300_874112_875233_876120	869664_870878_873227_873300_875066_875259_892436	870323_871504_873300_874112_875233_876120_930472	2011.18	726	2.77	24	1_2_8_1_10_2	6_34_34_6_56_6	3	30	1	0	1	2	2	2	2	872112	872112	NA	NA	                      graph_bin_annot3(12,866000,877000,c(3,4,5,6))		Two Chr	4357	1399.1173	1422.4301	1380.9222	1335.7323	29.6424
167	OMT4	1500	OMT	4	12	509342	509612	510230	510340	509477	510285	(5:3)_(6:2)_(4:4aCO)	2_nonsis	619	808	997	3	252_556	                      30_413	475_698	509342_509642_510230	509612_509817_510340	509642_510230_527518	509817_510340_527685	55.28	83	0.67	8	2_6	4_3	1	7	1	1	0	1	1	0	0	509881	509881	NA	NA	                      graph_bin_annot3(12,508000,511000,c(3,4,5,6))		One-Sided Unidirectional	498.5	196.2072	168.1352	171.9336	27.4506	3.6828
164	OMT4	1500	OMT	4	12	300946	301171	302719	302764	301058.5	302741.5	(5:3)_(6:2)_(4:4aCO)	2_nonsis	1549	1683	1817	3	1004_678	                      833_597	1176_760	300946_302004_302719	301171_302122_302764	302004_302719_412564	302122_302764_412603	183.6	151	1.21	15	6_9	6_5	1	7	1	1	0	1	1	0	0	301900	301900	NA	NA	                      graph_bin_annot3(12,299000,303000,c(1,2,5,6))		One-Sided Unidirectional	908.5	228.1114	191.5353	191.7636	84.5287	4.8628
157	OMT4	1500	OMT	4	12	36792	36833	38737	39963	36812.25	39350.25	(3:5)_(2:6)_(4:4aCO)	2_nonsis	1905	2538	3170	3	322_2215	                      290_1590	355_2840	36792_37123_38737	36833_37147_39963	37123_38737_40119	37147_39963_41721	487.62	264	1.85	24	9_15	6_5	1	9	1	1	0	1	1	0	0	38081.25	38081.25	NA	NA	                      graph_bin_annot3(12,35000,40000,c(1,2,5,6))		One-Sided Unidirectional	1585	482.3291	544.9629	549.3151	776.5046	12.2796
175	OMT4	1500	OMT	4	12	703971	704793	705221	705602	704381.75	705411.75	(6:2)_(4:4aCO)	2_nonsis	429	1030	1630	2	1030	428	1631	703971_705221	704793_705602	705221_719910	705602_721257	758.08	136	5.59	8	8	56	1	15	1	1	0	1	2	1	0	704896.75	704896.75	NA	NA	                      graph_bin_annot3(12,702000,706000,c(1,2,5,6))		Full Conversion	815	716.7643	775.7957	871.7354	1102.5946	15.9804
177	OMT4	1500	OMT	4	12	745706	746036	747982	748236	745871	748109	(3:5)_(4:4aCO)_(3:5a)_(2:6)_(3:5a)_(4:4CO)_(3:5b)_(3:5c)_(4:4aCO)	2_nonsis	1947	2238	2529	0	756_399_243_97_59_66_129_490	                      346_0_0_0_0_0_24_272	1166_798_486_194_118_131_234_707	745706_746382_746872_747180_747358_747374_747476_747529_747982	746036_746872_747180_747358_747374_747476_747505_747710_748236	746382_746872_747180_747358_747374_747476_747529_747982_822848	746872_747180_747358_747374_747476_747505_747710_748236_823217	1375.99	211	6.53	19	3_1_1_1_1_1_2_9	6_578_7_8_8_568_5_67	0	3	2	1	1	2	2	1	1	746990	746430.5	747549.5	NA	                      graph_bin_annot3(12,744000,749000,c(5,6,7,8))	Not dCO, 1CO 1NCO	>2 Chr CO	1264.5	547.5945	688.0013	780.6761	785.3762	18.6906
449	OMT4	1500	OMT	4	12	1053841	1054279	1059350	1078177	1054059.75	1068763.75	3:5_3:5_4:4_2:6	NA	5072	14704	24335	0	0	NA	0	NA	NA	NA	NA	563.62	2026	0.28	11	0	0	0	4	1	NA	NA	1	1	NA	NA	1061411.75	1061411.75	NA	NA	                        graph_bin_annot3(12,1052000,1079000)		Unknown	12167.5	1554.1933	1509.5104	1434.3752	1263.8042	19.7624
194	OMT4	1500	OMT	4	13	529347	529948	530525	530917	529647.25	530721.25	6:2_5:3	1	578	1074	1569	2	586_488	                      0_7	1171_969	529347_529948_530525	529948_530518_530917	529948_530525_556437	530518_530917_557365	5.43	131	0.04	3	1_2	78_8	1	7	1	0	1	1	1	1	1	530184.25	530184.25	NA	NA	                      graph_bin_annot3(13,528000,531000,c(7,8))		Full Conversion	784.5	2.4253	1.0814	0.8363	2.3037	0
193	OMT4	1500	OMT	4	13	527516	527588	527901	528307	527552	528104	5:3_6:2_5:3a	1	314	552	790	3	43_156_352	                      0_0_0	86_313_705	527516_527588_527602_527901	527588_527602_527901_528307	527588_527602_527901_529347	527602_527901_528307_529948	115.98	66	1.76	3	1_1_1	8_7_8	2	19	1	0	1	1	1	1	1	527828	527828	NA	NA	                      graph_bin_annot3(13,526000,529000,c(7,8))		Two-sided	395	122.9805	125.0361	115.8949	30.4609	0.6638
191	OMT4	1500	OMT	4	13	324736	325194	326120	326401	324964.75	326260.75	(3:5)_(4:4)_(2:6)_(4:4aCO)	2_nonsis	927	1296	1664	4	386_514_395	                      0_166_64	773_862_726	324736_325194_325675_326120	325194_325509_326056_326401	325194_325675_326120_492378	325509_326056_326401_492387	151.02	139	1.09	6	1_3_2	6_6_56	1	12	1	1	0	1	1	0	0	325612.75	325612.75	NA	NA	                      graph_bin_annot3(13,323000,327000,c(3,4,5,6))		One-Sided Unidirectional	832	145.7339	184.4127	176.0283	63.2778	0.7694
197	OMT4	1500	OMT	4	13	712889	713054	713980	715257	712971.5	714618.5	(6:2)_(5:3)_(2:6)_(3:5)_(4:4aCO)	2_nonsis	927	1647	2367	5	92_70_421_1064	                      0_0_343_407	185_140_499_1720	712889_713054_713074_713537_713980	713054_713074_713194_713573_715257	713054_713074_713537_713980_840667	713074_713194_713573_715257_841022	21.22	197	0.11	10	1_1_3_5	78_6_578_8	3	20	1	1	0	2	2	1	1	713795	713795	NA	NA	                      graph_bin_annot3(13,711000,716000,c(5,6,7,8))		One-Sided Bidirectional	1183.5	19.8528	20.7382	21.5104	21.8446	0.224
196	OMT4	1500	OMT	4	13	695123	695196	696571	697269	695159.75	696919.75	(3:5)_(2:6i)_(4:4)	2_sis	1376	1760	2145	0	88_1672	                      0_1271	177_2073	695123_695196_696571	695196_695300_697269	695196_696571_712889	695300_697269_713054	768.44	179	4.3	12	1_11	6_356	0	1	2	0	2	2	2	2	2	696039.75	695599.75	696479.75	NA	                      graph_bin_annot3(13,694000,698000,c(3,4,5,6))		2-sis NCO	1072.5	722.5238	875.6452	671.2972	204.9515	15.326
206	OMT4	1500	OMT	4	14	174664	174821	175274	176348	174742.75	175810.75	5:3_6:2_5:3	1	454	1068	1683	3	424_92_552	                      270_0_0	579_183_1105	174664_175091_175243_175274	174821_175243_175274_176348	175091_175243_175274_185798	175243_175274_176348_185846	162.87	140	1.16	7	5_1_1	7_8_8	1	3	1	0	1	1	1	1	1	175276.75	175276.75	NA	NA	                      graph_bin_annot3(14,173000,177000,c(7,8))		One-Sided + patch	841.5	102.4532	89.2088	118.1594	79.56	0.495
214	OMT4	1500	OMT	4	14	575525	576199	577136	579044	575862	578090	3:5_2:6	1	938	2228	3518	2	876_1352	                      251_109	1502_2594	575525_576450_577136	576199_577027_579044	576450_577136_651410	577027_579044_652054	532.04	293	1.82	6	3_3	8_7	1	8	1	0	1	1	1	1	1	576976	576976	NA	NA	                      graph_bin_annot3(14,574000,580000,c(7,8))		Full Conversion	1759	502.3714	523.8742	424.9232	536.7179	15.243
209	OMT4	1500	OMT	4	14	287606	287672	289222	289345	287639.25	289283.25	3:5_4:4_2:6_3:5a	1	1551	1644	1738	4	511_653_271_210	                      430_482_0_0	592_824_542_419	287606_288102_288680_288926_289222	287672_288198_288926_289222_289345	288102_288680_288926_289222_301506	288198_288926_289222_289345_301548	491.07	145	3.39	8	3_3_1_1	5_5_56_5	2	23	1	0	1	1	1	1	1	288461.25	288461.25	NA	NA	                      graph_bin_annot3(14,286000,290000,c(5,6))		Two-sided + patch	869	296.9831	346.9118	267.7688	160.9124	2.8566
204	OMT4	1500	OMT	4	14	111039	111216	114221	114314	111127.5	114267.5	5:3_4:4_6:2_5:3a_4:4_5:3a_4:4_5:3a_6:2_5:3a	1	3006	3140	3274	10	258_576_200_182_728_201_64_204_306_422	                      107_347_0_0_453_35_1_0_2_252	409_805_399_363_1004_367_127_407_609_593	111039_111323_111795_112128_112194_112944_113233_113312_113360_113721_114221	111216_111448_112128_112194_112491_113198_113311_113360_113719_113969_114314	111323_111795_112128_112194_112944_113233_113312_113360_113721_114221_144587	111448_112128_112194_112491_113198_113311_113360_113719_113969_114314_144778	203.83	273	0.75	23	4_2_1_1_4_2_2_1_2_4	3_3_34_3_4_4_4_4_3_3	2	23	1	0	1	1	1	1	1	112697.5	112697.5	NA	NA	                      graph_bin_annot3(14,110000,115000,c(3,4))		Two-sided + patch	1637	213.2004	263.3786	261.1657	152.9381	3.0454
205	OMT4	1500	OMT	4	14	144587	144778	145535	145554	144682.5	145544.5	(6:2)_(4:4aCO)_(6:2)_(4:4a)_(6:2)_(4:4a)	2_nonsis	758	862	966	6	174_180_91_334_82	                      0_70_0_201_0	349_291_182_466_165	144587_144778_145006_145069_145389_145535	144778_144936_145069_145188_145535_145554	144778_145006_145069_145389_145535_174664	144936_145069_145188_145535_145554_174821	175.21	80	2.18	16	1_4_1_9_1	34_78_78_78_78	1	12	1	1	0	1	1	0	0	145113.5	145113.5	NA	NA	                      graph_bin_annot3(14,143000,146000,c(3,4,7,8))		One-Sided Unidirectional	483	186.2141	160.9263	131.3297	71.8473	1.3316
217	OMT4	1500	OMT	4	14	713149	713326	713775	713826	713237.5	713800.5	(6:2)_(4:4aCO)	2_nonsis	450	563	676	2	563	449	677	713149_713775	713326_713826	713775_736429	713826_736458	65.64	56	1.17	6	6	34	1	15	1	1	0	1	2	1	0	713519	713519	NA	NA	                      graph_bin_annot3(14,712000,714000,c(3,4,5,6))		Full Conversion	338	65.8968	49.1065	56.4207	121.8007	0.4304
232	OMT4	1500	OMT	4	15	544722	544812	546393	546837	544767	546615	6:2_4:4_5:3	1	1582	1848	2114	3	165_1347_336	                      112_1225_0	218_1469_672	544722_544924_546165_546393	544812_544940_546393_546837	544924_546165_546393_586345	544940_546393_546837_586852	354.86	176	2.02	14	3_10_1	56_56_5	1	7	1	0	1	1	1	1	1	545691	545691	NA	NA	                      graph_bin_annot3(15,543000,547000,c(5,6))		Full Conversion	1057	401.1796	378.1003	427.4592	759.5912	9.2934
219	OMT4	1500	OMT	4	15	22358	39380	40593	40834	30869.25	40713.25	6:2	1	1214	9844	18475	1	9844	1213	18476	22358_40593	39380_40834	40593_82279	40834_82570	596.2	1538	0.39	23	23	56	1	10	1	0	1	1	1	1	1	35791.25	35791.25	NA	NA	                      graph_bin_annot3(15,21000,41000,c(5,6))		Full Conversion	9237.5	1651.3206	1913.7063	1412.7814	1021.1059	34.0898
220	OMT4	1500	OMT	4	15	82279	82570	83853	84190	82424.5	84021.5	5:3_4:4_5:3a_6:2_5:3a	1	1284	1597	1910	5	402_665_142_46_341	                      96_374_0_1_139	709_956_284_92_543	82279_82666_83362_83622_83647_83853	82570_82988_83622_83646_83714_84190	82666_83362_83622_83647_83853_128417	82988_83622_83646_83714_84190_128530	816.81	159	5.14	18	3_7_1_2_5	7_7_8_7_7	2	17	1	0	1	1	1	1	1	83223	83223	NA	NA	                      graph_bin_annot3(15,81000,85000,c(7,8))		Two-sided + patch	955	615.0092	649.1529	442.5926	2178.4102	30.802
246	OMT4	1500	OMT	4	15	1041417	1042440	1043807	1044044	1041928.5	1043925.5	(4:4aCO)_(6:2)_(5:3)_(5:3a)_(4:4a)	2_nonsis	1368	1997	2626	5	850_477_325_344	                      0_33_0_6	1701_921_650_683	1041417_1042440_1043151_1043361_1043807	1042440_1043118_1043361_1043801_1044044	1042440_1043151_1043361_1043807_1071499	1043118_1043361_1043801_1044044_1091291	464.92	219	2.13	7	1_3_1_2	5678_78_8_78	2	30	1	1	0	1	1	0	0	1042927	1042927	NA	NA	                      graph_bin_annot3(15,1040000,1045000,c(5,6,7,8))		Two-Sided Unidirectional	1313	375.9069	438.2738	176.2027	576.9655	7.1462
229	OMT4	1500	OMT	4	15	460815	460848	464113	464395	460831.75	464253.75	(3:5)_(3:5a)_(4:4aCO)_(2:6)_(3:5a)_(4:4a)	2_nonsis	3266	3422	3579	6	1700_440_28_318_936	                      1309_54_0_0_493	2091_827_55_636_1380	460815_462157_462960_462984_463015_464113	460848_462906_462984_463015_463620_464395	462157_462960_462984_463015_464113_478915	462906_462984_463015_463620_464395_479565	423.46	298	1.42	24	12_2_1_1_8	4_35_6_56_5	2	31	1	1	0	1	1	0	0	462542.75	462542.75	NA	NA	                      graph_bin_annot3(15,459000,465000,c(3,4,5,6))		Two-Sided Unidirectional	1789.5	398.1251	505.2214	545.924	232.3528	6.9366
223	OMT4	1500	OMT	4	15	246022	246178	247462	248324	246100	247893	(3:5)_(2:6)_(3:5a)_(4:4aCO)	2_nonsis	1285	1793	2301	4	775_354_664	                      501_46_121	1049_662_1207	246022_246679_247117_247462	246178_247071_247341_248324	246679_247117_247462_273775	247071_247341_248324_273944	174.71	192	0.91	6	2_2_2	4_3_7	2	32	1	1	0	1	1	0	0	246996.5	246996.5	NA	NA	                      graph_bin_annot3(15,245000,249000,c(3,4,7,8))		Two-Sided Unidirectional	1150.5	240.1365	232.843	278.3087	255.4098	6.9642
259	OMT4	1500	OMT	4	16	708937	708998	711113	711619	708967.75	711365.75	6:2_5:3_5:3a_4:4_5:3a	1	2116	2398	2681	5	47_684_820_252_596	                      0_475_592_0_125	94_894_1047_504_1066	708937_708998_709506_710484_710553_711113	708998_709031_709892_710553_710988_711619	708998_709506_710484_710553_711113_751172	709031_709892_710553_710988_711619_751586	239.86	223	1.07	13	1_2_6_1_3	78_7_78_7_7	2	13	1	0	1	1	1	1	1	710166.75	710166.75	NA	NA	                      graph_bin_annot3(16,707000,712000,c(7,8))		Two-sided + patch	1340.5	294.5452	272.2456	336.0363	105.0347	3.9802
263	OMT4	1500	OMT	4	16	894511	894610	896267	896434	894560.5	896350.5	5:3_2:6_5:3_3:5	2_nonsis	1658	1790	1922	4	938_174_156_523	                      744_0_36_350	1131_348_275_696	894511_895354_895642_895738_896267	894610_895642_895702_895917_896434	895354_895642_895738_896267_925093	895642_895702_895917_896434_948066	44.42	160	0.28	15	8_1_2_4	4_456_456_45	3	30	1	0	1	2	2	2	2	895455.5	895455.5	NA	NA	                      graph_bin_annot3(16,893000,897000,c(3,4,5,6))		Two Chr	961	58.7288	49.0831	42.2095	36.3591	0.1434
252	OMT4	1500	OMT	4	16	239686	239952	241053	241174	239819.25	241113.25	(6:2)_(4:4aCO)	2_nonsis	1102	1294	1487	2	1294	1101	1488	239686_241053	239952_241174	241053_339486	241174_339516	1.97	124	0.02	12	12	78	1	15	1	1	0	1	2	1	0	240466.25	240466.25	NA	NA	                      graph_bin_annot3(16,238000,242000,c(1,2,7,8))		Full Conversion	743.5	3.4108	1.3732	0.77	2.8575	0
2	OMT5	1500	OMT	5	1	51522	51951	54508	54661	51736.5	54584.5	3:5_3:5a_2:6_3:5a	1	2558	2848	3138	4	652_1893_117_186	                      213_1631_0_30	1091_2155_234_342	51522_52164_54244_54319_54508	51951_52613_54319_54478_54661	52164_54244_54319_54508_56399	52613_54319_54478_54661_56786	131.28	261	0.5	27	2_21_1_3	1_12_1_1	2	14	1	0	1	1	1	1	1	53160.5	53160.5	NA	NA	                      graph_bin_annot3(1,50000,55000,c(1,2))		Two-sided + patch	1569	179.7718	166.225	190.5741	132.5591	1.3418
