SID	len_mid	len_min	len_max	type	Sp_Aff	seg_SNPs	start5	start3	stop5	stop3	event_snp	LocalEventHpM_NWT	LocalEventHpM_Ntel	LocalEventHpM_Ntkd	LocalEventHpM_SFA	LocalEventHpM_DC	total_nb_seg	Event_len_max	Event_len_mid	Event_len_min	nb_62_seg	LCO	chr	Meiosis	EID	EventSpAff	LSB	LNCO	groupe	classe	Event_type	debut	fin
991	636	520	751	3:5a	78	8	795662	795876	796396	796413	15	207.6609	237.5747	196.6104	62.6154	2.5324	3	1392	1276	1161	1	0	7	OM7	87	7_78_7	1	1	2	14	3:5_3:5a_2:6	795223.25	796499.25
992	95	0	190	2:6	7	1	796396	796413	796413	796586	15	207.6609	237.5747	196.6104	62.6154	2.5324	3	1392	1276	1161	1	0	7	OM7	87	7_78_7	1	1	2	14	3:5_3:5a_2:6	795223.25	796499.25
993	2520	                      2332	2708	(3:5)	1	12	459589	459844	462176	462297	21	1802.9056	1907.4113	2061.1917	994.2912	110.3296	5	4075	3852	3630	2	1	8	OM8	87	1_2_2_2_278	1	0	3	20	(3:5)_(2:6)_(3:5)_(2:6)_(5:3)_(4:4aCO)	459716.75	463568.75
994	122	0	243	(2:6)	2	1	462176	462297	462297	462419	21	1802.9056	1907.4113	2061.1917	994.2912	110.3296	5	4075	3852	3630	2	1	8	OM8	87	1_2_2_2_278	1	0	3	20	(3:5)_(2:6)_(3:5)_(2:6)_(5:3)_(4:4aCO)	459716.75	463568.75
995	413	298	528	(3:5)	2	4	462297	462419	462717	462825	21	1802.9056	1907.4113	2061.1917	994.2912	110.3296	5	4075	3852	3630	2	1	8	OM8	87	1_2_2_2_278	1	0	3	20	(3:5)_(2:6)_(3:5)_(2:6)_(5:3)_(4:4aCO)	459716.75	463568.75
996	302	0	603	(2:6)	2	1	462717	462825	462825	463320	21	1802.9056	1907.4113	2061.1917	994.2912	110.3296	5	4075	3852	3630	2	1	8	OM8	87	1_2_2_2_278	1	0	3	20	(3:5)_(2:6)_(3:5)_(2:6)_(5:3)_(4:4aCO)	459716.75	463568.75
997	496	153	840	(5:3)	278	3	462825	463320	463473	463665	21	1802.9056	1907.4113	2061.1917	994.2912	110.3296	5	4075	3852	3630	2	1	8	OM8	87	1_2_2_2_278	1	0	3	20	(3:5)_(2:6)_(3:5)_(2:6)_(5:3)_(4:4aCO)	459716.75	463568.75
998	1632	                      1087	2176	(3:5)	5	10	30858	31904	32991	33034	34	173.2753	221.4034	181.5073	65.2506	3.2276	7	3839	3292	2745	2	1	9	OM9	87	5_5_578_5_5_5_5	1	0	3	20	(3:5)_(4:4)_(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)	31381	34673
999	90	28	152	(4:4)	5	3	32991	33034	33062	33143	34	173.2753	221.4034	181.5073	65.2506	3.2276	7	3839	3292	2745	2	1	9	OM9	87	5_5_578_5_5_5_5	1	0	3	20	(3:5)_(4:4)_(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)	31381	34673
1000	58	8	107	(5:3)	578	3	33062	33143	33151	33169	34	173.2753	221.4034	181.5073	65.2506	3.2276	7	3839	3292	2745	2	1	9	OM9	87	5_5_578_5_5_5_5	1	0	3	20	(3:5)_(4:4)_(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)	31381	34673
1001	20	0	40	(6:2)	5	1	33151	33169	33169	33191	34	173.2753	221.4034	181.5073	65.2506	3.2276	7	3839	3292	2745	2	1	9	OM9	87	5_5_578_5_5_5_5	1	0	3	20	(3:5)_(4:4)_(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)	31381	34673
1002	352	196	509	(5:3)	5	5	33169	33191	33387	33678	34	173.2753	221.4034	181.5073	65.2506	3.2276	7	3839	3292	2745	2	1	9	OM9	87	5_5_578_5_5_5_5	1	0	3	20	(3:5)_(4:4)_(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)	31381	34673
1003	212	0	424	(6:2)	5	1	33387	33678	33678	33811	34	173.2753	221.4034	181.5073	65.2506	3.2276	7	3839	3292	2745	2	1	9	OM9	87	5_5_578_5_5_5_5	1	0	3	20	(3:5)_(4:4)_(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)	31381	34673
1004	928	837	1020	(5:3)	5	11	33678	33811	34648	34698	34	173.2753	221.4034	181.5073	65.2506	3.2276	7	3839	3292	2745	2	1	9	OM9	87	5_5_578_5_5_5_5	1	0	3	20	(3:5)_(4:4)_(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)	31381	34673
1005	596	                      253	940	(5:3)	6	2	847512	847727	847980	848452	16	1877.0579	2279.5252	2887.7196	4924.7623	89.7536	6	2723	2520	2317	1	1	7	OM7	88	6_5_5_7_58_5	1	0	3	21	(5:3)_(6:2)_(5:3)_(4:4ai)_(4:4bCO)_(3:5)_(4:4b)	847619.5	850139.5
1006	354	0	708	(6:2)	5	1	847980	848452	848452	848688	16	1877.0579	2279.5252	2887.7196	4924.7623	89.7536	6	2723	2520	2317	1	1	7	OM7	88	6_5_5_7_58_5	1	0	3	21	(5:3)_(6:2)_(5:3)_(4:4ai)_(4:4bCO)_(3:5)_(4:4b)	847619.5	850139.5
1007	341	0	682	(5:3)	5	1	848452	848688	848688	849134	16	1877.0579	2279.5252	2887.7196	4924.7623	89.7536	6	2723	2520	2317	1	1	7	OM7	88	6_5_5_7_58_5	1	0	3	21	(5:3)_(6:2)_(5:3)_(4:4ai)_(4:4bCO)_(3:5)_(4:4b)	847619.5	850139.5
1008	358	0	717	(4:4ai)	7	1	848688	849134	849134	849405	16	1877.0579	2279.5252	2887.7196	4924.7623	89.7536	6	2723	2520	2317	1	1	7	OM7	88	6_5_5_7_58_5	1	0	3	21	(5:3)_(6:2)_(5:3)_(4:4ai)_(4:4bCO)_(3:5)_(4:4b)	847619.5	850139.5
1009	194	18	370	(4:4bCO)	58	2	849134	849405	849423	849504	16	1877.0579	2279.5252	2887.7196	4924.7623	89.7536	6	2723	2520	2317	1	1	7	OM7	88	6_5_5_7_58_5	1	0	3	21	(5:3)_(6:2)_(5:3)_(4:4ai)_(4:4bCO)_(3:5)_(4:4b)	847619.5	850139.5
1010	676	539	813	(3:5)	5	9	849423	849504	850043	850236	16	1877.0579	2279.5252	2887.7196	4924.7623	89.7536	6	2723	2520	2317	1	1	7	OM7	88	6_5_5_7_58_5	1	0	3	21	(5:3)_(6:2)_(5:3)_(4:4ai)_(4:4bCO)_(3:5)_(4:4b)	847619.5	850139.5
1011	1219	                      877	1561	6:2	34	11	701596	701914	702791	703157	12	283.0269	356.6857	393.6567	316.0079	5.3802	2	2260	1752	1244	1	0	7	OM1	89	34_3	1	1	1	7	6:2_5:3	701755	703507
1012	533	0	1066	5:3	3	1	702791	703157	703157	703857	12	283.0269	356.6857	393.6567	316.0079	5.3802	2	2260	1752	1244	1	0	7	OM1	89	34_3	1	1	1	7	6:2_5:3	701755	703507
1013	43	                      0	86	5:3	8	1	986883	986910	986910	986969	21	290.9336	336.0693	270.5458	711.5127	5.9932	8	1725	1683	1641	1	0	7	OM2	89	8_8_7_7_567_6_58_8	1	1	3	31	5:3_4:4_5:3a_4:4_3:5_4:4ai_6:2_5:3a	986896.5	988579.5
1014	61	21	101	4:4	8	2	986910	986969	986990	987011	21	290.9336	336.0693	270.5458	711.5127	5.9932	8	1725	1683	1641	1	0	7	OM2	89	8_8_7_7_567_6_58_8	1	1	3	31	5:3_4:4_5:3a_4:4_3:5_4:4ai_6:2_5:3a	986896.5	988579.5
1015	47	0	94	5:3a	7	1	986990	987011	987011	987084	21	290.9336	336.0693	270.5458	711.5127	5.9932	8	1725	1683	1641	1	0	7	OM2	89	8_8_7_7_567_6_58_8	1	1	3	31	5:3_4:4_5:3a_4:4_3:5_4:4ai_6:2_5:3a	986896.5	988579.5
1016	274	144	404	4:4	7	3	987011	987084	987228	987415	21	290.9336	336.0693	270.5458	711.5127	5.9932	8	1725	1683	1641	1	0	7	OM2	89	8_8_7_7_567_6_58_8	1	1	3	31	5:3_4:4_5:3a_4:4_3:5_4:4ai_6:2_5:3a	986896.5	988579.5
1017	230	15	446	3:5	567	2	987228	987415	987430	987674	21	290.9336	336.0693	270.5458	711.5127	5.9932	8	1725	1683	1641	1	0	7	OM2	89	8_8_7_7_567_6_58_8	1	1	3	31	5:3_4:4_5:3a_4:4_3:5_4:4ai_6:2_5:3a	986896.5	988579.5
1018	221	0	442	4:4ai	6	1	987430	987674	987674	987872	21	290.9336	336.0693	270.5458	711.5127	5.9932	8	1725	1683	1641	1	0	7	OM2	89	8_8_7_7_567_6_58_8	1	1	3	31	5:3_4:4_5:3a_4:4_3:5_4:4ai_6:2_5:3a	986896.5	988579.5
1019	258	146	371	6:2	58	3	987674	987872	988018	988045	21	290.9336	336.0693	270.5458	711.5127	5.9932	8	1725	1683	1641	1	0	7	OM2	89	8_8_7_7_567_6_58_8	1	1	3	31	5:3_4:4_5:3a_4:4_3:5_4:4ai_6:2_5:3a	986896.5	988579.5
1020	548	505	591	5:3a	8	8	988018	988045	988550	988609	21	290.9336	336.0693	270.5458	711.5127	5.9932	8	1725	1683	1641	1	0	7	OM2	89	8_8_7_7_567_6_58_8	1	1	3	31	5:3_4:4_5:3a_4:4_3:5_4:4ai_6:2_5:3a	986896.5	988579.5
1021	106	                      19	194	(2:6)	56	3	398092	398246	398265	398286	10	104.1242	91.3789	48.962	24.6891	0.3074	2	864	601	338	1	1	9	OM4	89	56_5	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	398169	398770
1022	494	297	692	(3:5)	5	7	398265	398286	398583	398957	10	104.1242	91.3789	48.962	24.6891	0.3074	2	864	601	338	1	1	9	OM4	89	56_5	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	398169	398770
1023	252	                      144	360	(2:6)	12	2	733970	733979	734123	734330	4	2.7708	1.6173	4.8491	3.7633	0	3	697	646	595	2	1	7	OM1	90	12_123_123	1	0	3	20	(2:6)_(5:3)_(2:6)_(4:4aCO)	733974.5	734620.5
1024	225	0	450	(5:3)	123	1	734123	734330	734330	734573	4	2.7708	1.6173	4.8491	3.7633	0	3	697	646	595	2	1	7	OM1	90	12_123_123	1	0	3	20	(2:6)_(5:3)_(2:6)_(4:4aCO)	733974.5	734620.5
1025	169	0	338	(2:6)	123	1	734330	734573	734573	734668	4	2.7708	1.6173	4.8491	3.7633	0	3	697	646	595	2	1	7	OM1	90	12_123_123	1	0	3	20	(2:6)_(5:3)_(2:6)_(4:4aCO)	733974.5	734620.5
1026	218	0	435	6:2	12	1	68659	68967	68967	69094	1	942.0987	920.6742	767.2064	1894.9136	49.4656	1	434	218	1	1	0	10	OM4	90	12	1	1	1	10	6:2	68812.75	69030.75
1027	516	                      358	675	(2:6)	12	13	294619	294826	295184	295294	16	214.2027	163.4797	184.031	161.4525	2.3704	3	984	794	605	1	1	10	OM5	90	12_1_2	1	0	1	12	(2:6)_(3:5)_(4:4)_(4:4aCO)	294722.75	295516.75
1028	104	0	207	(3:5)	1	1	295184	295294	295294	295391	16	214.2027	163.4797	184.031	161.4525	2.3704	3	984	794	605	1	1	10	OM5	90	12_1_2	1	0	1	12	(2:6)_(3:5)_(4:4)_(4:4aCO)	294722.75	295516.75
1029	174	39	310	(4:4)	2	2	295294	295391	295430	295604	16	214.2027	163.4797	184.031	161.4525	2.3704	3	984	794	605	1	1	10	OM5	90	12_1_2	1	0	1	12	(2:6)_(3:5)_(4:4)_(4:4aCO)	294722.75	295516.75
1030	118	                      0	237	(2:6)	12	1	1012544	1012661	1012661	1012781	3	8.582	7.56	7.5978	5.715	0	2	455	334	214	1	1	7	OM7	90	12_6	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	1012602.75	1012936.75
1031	216	93	339	(3:5)	6	2	1012661	1012781	1012874	1013000	3	8.582	7.56	7.5978	5.715	0	2	455	334	214	1	1	7	OM7	90	12_6	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	1012602.75	1012936.75
1032	613	                      0	1226	2:6	12	1	55837	56514	56514	57063	11	314.8514	224.6521	224.8053	445.3452	8.1412	6	2792	2268	1743	1	0	9	OM8	90	12_17_27_2_2_2	1	1	3	31	2:6_4:4ai_4:4_3:5_4:4_3:5	56175.25	58443.25
1033	582	110	1054	4:4ai	17	3	56514	57063	57173	57568	11	314.8514	224.6521	224.8053	445.3452	8.1412	6	2792	2268	1743	1	0	9	OM8	90	12_17_27_2_2_2	1	1	3	31	2:6_4:4ai_4:4_3:5_4:4_3:5	56175.25	58443.25
1034	292	0	585	4:4	27	1	57173	57568	57568	57758	11	314.8514	224.6521	224.8053	445.3452	8.1412	6	2792	2268	1743	1	0	9	OM8	90	12_17_27_2_2_2	1	1	3	31	2:6_4:4ai_4:4_3:5_4:4_3:5	56175.25	58443.25
1035	120	15	226	3:5	2	2	57568	57758	57773	57794	11	314.8514	224.6521	224.8053	445.3452	8.1412	6	2792	2268	1743	1	0	9	OM8	90	12_17_27_2_2_2	1	1	3	31	2:6_4:4ai_4:4_3:5_4:4_3:5	56175.25	58443.25
1036	78	0	156	4:4	2	1	57773	57794	57794	57929	11	314.8514	224.6521	224.8053	445.3452	8.1412	6	2792	2268	1743	1	0	9	OM8	90	12_17_27_2_2_2	1	1	3	31	2:6_4:4ai_4:4_3:5_4:4_3:5	56175.25	58443.25
1037	582	327	836	3:5	2	3	57794	57929	58256	58630	11	314.8514	224.6521	224.8053	445.3452	8.1412	6	2792	2268	1743	1	0	9	OM8	90	12_17_27_2_2_2	1	1	3	31	2:6_4:4ai_4:4_3:5_4:4_3:5	56175.25	58443.25
1038	944	                      0	1889	(3:5)	278	1	77203	78874	78874	79092	3	105.1927	136.4189	125.2689	19.189	1.3702	2	2347	1306	265	1	1	10	OM4	91	278_2	1	0	1	9	(3:5)_(2:6)_(4:4aCO)	78038.5	79344.5
1039	362	46	677	(2:6)	2	2	78874	79092	79138	79551	3	105.1927	136.4189	125.2689	19.189	1.3702	2	2347	1306	265	1	1	10	OM4	91	278_2	1	0	1	9	(3:5)_(2:6)_(4:4aCO)	78038.5	79344.5
1040	204	                      21	388	(2:6)	34	2	360588	360746	360767	360976	6	715.6792	943.8805	792.078	711.5565	29.911	2	896	746	595	1	1	10	OM5	91	34_1	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	360666.75	361412.75
1041	541	364	718	(3:5)	1	4	360767	360976	361340	361485	6	715.6792	943.8805	792.078	711.5565	29.911	2	896	746	595	1	1	10	OM5	91	34_1	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	360666.75	361412.75
1042	512	                      356	667	5:3	6	5	128154	128296	128652	128821	12	147.8318	125.5058	148.249	89.7963	2.1888	5	1678	1446	1215	1	0	10	OM4	92	6_6_5_6_6	1	1	2	17	5:3_4:4_5:3a_6:2_5:3a	128225.25	129671.25
1043	358	185	532	4:4	6	3	128652	128821	129006	129184	12	147.8318	125.5058	148.249	89.7963	2.1888	5	1678	1446	1215	1	0	10	OM4	92	6_6_5_6_6	1	1	2	17	5:3_4:4_5:3a_6:2_5:3a	128225.25	129671.25
1044	108	2	213	5:3a	5	2	129006	129184	129186	129219	12	147.8318	125.5058	148.249	89.7963	2.1888	5	1678	1446	1215	1	0	10	OM4	92	6_6_5_6_6	1	1	2	17	5:3_4:4_5:3a_6:2_5:3a	128225.25	129671.25
1045	162	0	324	6:2	6	1	129186	129219	129219	129510	12	147.8318	125.5058	148.249	89.7963	2.1888	5	1678	1446	1215	1	0	10	OM4	92	6_6_5_6_6	1	1	2	17	5:3_4:4_5:3a_6:2_5:3a	128225.25	129671.25
1046	307	0	614	5:3a	6	1	129219	129510	129510	129833	12	147.8318	125.5058	148.249	89.7963	2.1888	5	1678	1446	1215	1	0	10	OM4	92	6_6_5_6_6	1	1	2	17	5:3_4:4_5:3a_6:2_5:3a	128225.25	129671.25
1047	458	                      76	840	(6:2)	34	2	400808	401166	401242	401648	9	45.1775	41.0106	34.1252	35.2967	0.385	3	1874	1643	1412	2	1	10	OM5	92	34_12_12	1	0	1	12	(6:2)_(4:4aCO)_(6:2)_(4:4a)	400987	402630
1048	761	497	1025	(4:4aCO)	12	2	401242	401648	402145	402267	9	45.1775	41.0106	34.1252	35.2967	0.385	3	1874	1643	1412	2	1	10	OM5	92	34_12_12	1	0	1	12	(6:2)_(4:4aCO)_(6:2)_(4:4a)	400987	402630
1049	424	310	538	(6:2)	12	5	402145	402267	402577	402683	9	45.1775	41.0106	34.1252	35.2967	0.385	3	1874	1643	1412	2	1	10	OM5	92	34_12_12	1	0	1	12	(6:2)_(4:4aCO)_(6:2)_(4:4a)	400987	402630
1050	1008	0	2016	(2:6)	12	1	631130	632972	632972	633146	1	69.2865	68.7315	88.6727	83.9425	2.0234	1	2015	1008	1	1	1	10	OM3	93	12	1	0	1	16	(2:6)_(4:4aCO)	632051	633059
1051	951	                      702	1200	5:3	8	7	314642	314885	315587	315842	14	1370.5222	1491.254	1699.566	2314.3128	40.9018	4	2507	2334	2162	1	0	10	OM4	93	8_8_34_3	1	1	3	30	5:3_4:4_2:6_3:5	314763.75	317097.75
1052	505	46	964	4:4	8	3	315587	315842	315888	316551	14	1370.5222	1491.254	1699.566	2314.3128	40.9018	4	2507	2334	2162	1	0	10	OM4	93	8_8_34_3	1	1	3	30	5:3_4:4_2:6_3:5	314763.75	317097.75
1053	351	0	702	2:6	34	1	315888	316551	316551	316590	14	1370.5222	1491.254	1699.566	2314.3128	40.9018	4	2507	2334	2162	1	0	10	OM4	93	8_8_34_3	1	1	3	30	5:3_4:4_2:6_3:5	314763.75	317097.75
1054	528	456	599	3:5	3	3	316551	316590	317046	317150	14	1370.5222	1491.254	1699.566	2314.3128	40.9018	4	2507	2334	2162	1	0	10	OM4	93	8_8_34_3	1	1	3	30	5:3_4:4_2:6_3:5	314763.75	317097.75
1055	346	                      0	692	(3:5)	5	1	121477	121987	121987	122169	11	1860.2004	1921.5179	2197.8033	1876.0774	70.004	5	1842	1478	1113	2	1	8	OM7	93	5_6_6_6_678	1	0	3	20	(3:5)_(2:6)_(3:5)_(2:6)_(5:3)_(4:4aCO)	121731.75	123209.75
1056	566	465	668	(2:6)	6	3	121987	122169	122634	122655	11	1860.2004	1921.5179	2197.8033	1876.0774	70.004	5	1842	1478	1113	2	1	8	OM7	93	5_6_6_6_678	1	0	3	20	(3:5)_(2:6)_(3:5)_(2:6)_(5:3)_(4:4aCO)	121731.75	123209.75
1057	116	19	214	(3:5)	6	2	122634	122655	122674	122848	11	1860.2004	1921.5179	2197.8033	1876.0774	70.004	5	1842	1478	1113	2	1	8	OM7	93	5_6_6_6_678	1	0	3	20	(3:5)_(2:6)_(3:5)_(2:6)_(5:3)_(4:4aCO)	121731.75	123209.75
1058	292	158	425	(2:6)	6	4	122674	122848	123006	123099	11	1860.2004	1921.5179	2197.8033	1876.0774	70.004	5	1842	1478	1113	2	1	8	OM7	93	5_6_6_6_678	1	0	3	20	(3:5)_(2:6)_(3:5)_(2:6)_(5:3)_(4:4aCO)	121731.75	123209.75
1059	157	0	314	(5:3)	678	1	123006	123099	123099	123320	11	1860.2004	1921.5179	2197.8033	1876.0774	70.004	5	1842	1478	1113	2	1	8	OM7	93	5_6_6_6_678	1	0	3	20	(3:5)_(2:6)_(3:5)_(2:6)_(5:3)_(4:4aCO)	121731.75	123209.75
1060	910	                      633	1188	(5:3)	1	4	327083	327422	328055	328271	12	789.5418	699.228	949.7309	227.197	17.8658	4	3545	3176	2806	1	1	8	OM2	94	1_1_2_1	1	0	2	32	(5:3)_(4:4)_(5:3a)_(6:2)_(4:4aCO)	327252.25	330428.25
1061	866	493	1240	(4:4)	1	5	328055	328271	328764	329295	12	789.5418	699.228	949.7309	227.197	17.8658	4	3545	3176	2806	1	1	8	OM2	94	1_1_2_1	1	0	2	32	(5:3)_(4:4)_(5:3a)_(6:2)_(4:4aCO)	327252.25	330428.25
1062	901	339	1463	(5:3a)	2	2	328764	329295	329634	330227	12	789.5418	699.228	949.7309	227.197	17.8658	4	3545	3176	2806	1	1	8	OM2	94	1_1_2_1	1	0	2	32	(5:3)_(4:4)_(5:3a)_(6:2)_(4:4aCO)	327252.25	330428.25
1063	498	0	995	(6:2)	1	1	329634	330227	330227	330629	12	789.5418	699.228	949.7309	227.197	17.8658	4	3545	3176	2806	1	1	8	OM2	94	1_1_2_1	1	0	2	32	(5:3)_(4:4)_(5:3a)_(6:2)_(4:4aCO)	327252.25	330428.25
1064	770	                      510	1030	3:5	4	6	502163	502527	503037	503193	10	184.3219	203.6121	169.8418	269.3806	1.633	3	1994	1674	1354	1	0	10	OM5	94	4_4_34	1	1	1	8	3:5_4:4_2:6	502345	504019
1065	501	159	843	4:4	4	3	503037	503193	503352	503880	10	184.3219	203.6121	169.8418	269.3806	1.633	3	1994	1674	1354	1	0	10	OM5	94	4_4_34	1	1	1	8	3:5_4:4_2:6	502345	504019
1066	403	0	806	2:6	34	1	503352	503880	503880	504158	10	184.3219	203.6121	169.8418	269.3806	1.633	3	1994	1674	1354	1	0	10	OM5	94	4_4_34	1	1	1	8	3:5_4:4_2:6	502345	504019
1067	664	                      403	926	(4:4aCO)	1278	8	267764	268176	268579	268690	10	2054.8905	2171.917	2809.2001	3926.8262	115.1758	3	1758	1466	1174	1	1	9	OM8	94	1278_78_567	2	1	0	3	(4:4aCO)_(6:2)_(3:5)_(4:4bCO)	267970	269436
1068	385	0	770	(6:2)	78	1	268579	268690	268690	269349	10	2054.8905	2171.917	2809.2001	3926.8262	115.1758	3	1758	1466	1174	1	1	9	OM8	94	1278_78_567	2	1	0	3	(4:4aCO)_(6:2)_(3:5)_(4:4bCO)	267970	269436
1069	416	0	833	(3:5)	567	1	268690	269349	269349	269523	10	2054.8905	2171.917	2809.2001	3926.8262	115.1758	3	1758	1466	1174	1	1	9	OM8	94	1278_78_567	2	1	0	3	(4:4aCO)_(6:2)_(3:5)_(4:4bCO)	267970	269436
1070	212	21	402	(6:2)	56	2	394408	394692	394713	394810	2	2.9229	1.3768	1.4681	0.9077	0	1	401	212	22	1	1	10	OM4	95	56	1	0	1	15	(6:2)_(4:4aCO)	394549.75	394761.75
1071	1062	87	2036	(2:6)	34	2	574799	576464	576551	576835	2	159.1832	157.4765	148.1056	243.6242	3.0614	1	2035	1062	88	1	1	10	OM5	95	34	1	0	1	16	(2:6)_(4:4aCO)	575631.25	576693.25
1072	676	                      144	1208	(3:5)	7	4	74916	75663	75807	76124	8	165.0285	142.5972	160.0111	168.189	0.9422	4	2842	2176	1510	1	1	11	OM6	95	7_7_8_7	1	0	2	32	(3:5)_(4:4)_(3:5a)_(2:6)_(4:4aCO)	75289.5	77465.5
1073	554	0	1107	(4:4)	7	1	75807	76124	76124	76914	8	165.0285	142.5972	160.0111	168.189	0.9422	4	2842	2176	1510	1	1	11	OM6	95	7_7_8_7	1	0	2	32	(3:5)_(4:4)_(3:5a)_(2:6)_(4:4aCO)	75289.5	77465.5
1074	464	0	927	(3:5a)	8	1	76124	76914	76914	77051	8	165.0285	142.5972	160.0111	168.189	0.9422	4	2842	2176	1510	1	1	11	OM6	95	7_7_8_7	1	0	2	32	(3:5)_(4:4)_(3:5a)_(2:6)_(4:4aCO)	75289.5	77465.5
1075	483	121	845	(2:6)	7	2	76914	77051	77172	77759	8	165.0285	142.5972	160.0111	168.189	0.9422	4	2842	2176	1510	1	1	11	OM6	95	7_7_8_7	1	0	2	32	(3:5)_(4:4)_(3:5a)_(2:6)_(4:4aCO)	75289.5	77465.5
1076	766	                      503	1029	(2:6)	78	2	189310	189521	190024	190339	4	2620.6063	2998.6066	3143.6866	4137.952	167.4322	2	1761	1456	1151	1	1	8	OM7	95	78_5	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	189415.5	190871.5
1077	690	332	1048	(3:5)	5	2	190024	190339	190671	191072	4	2620.6063	2998.6066	3143.6866	4137.952	167.4322	2	1761	1456	1151	1	1	8	OM7	95	78_5	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	189415.5	190871.5
1078	450	0	900	(2:6)	78	1	377556	378238	378238	378456	1	170.4007	154.7821	147.9729	16.3421	1.9046	1	899	450	1	1	1	9	OM8	95	78	1	0	1	16	(2:6)_(4:4aCO)	377897	378347
1079	525	19	1031	(2:6)	56	2	81320	81666	81685	82351	2	98.9704	71.6584	105.9243	176.7945	0.7832	1	1030	525	20	1	1	8	OM1	96	56	1	0	1	16	(2:6)_(4:4aCO)	81493	82018
1080	616	                      58	1175	3:5	2	3	77827	78581	78639	79002	22	944.679	792.8383	982.1256	418.6718	7.9908	8	3704	3256	2808	1	0	11	OM3	96	2_2_8_7_7_2_28_1	1	1	3	31	3:5_4:4_5:3_6:2_5:3_4:4ai_4:4_3:5a	78204	81460
1081	574	98	1049	4:4	2	2	78639	79002	79100	79688	22	944.679	792.8383	982.1256	418.6718	7.9908	8	3704	3256	2808	1	0	11	OM3	96	2_2_8_7_7_2_28_1	1	1	3	31	3:5_4:4_5:3_6:2_5:3_4:4ai_4:4_3:5a	78204	81460
1082	418	108	729	5:3	8	3	79100	79688	79796	79829	22	944.679	792.8383	982.1256	418.6718	7.9908	8	3704	3256	2808	1	0	11	OM3	96	2_2_8_7_7_2_28_1	1	1	3	31	3:5_4:4_5:3_6:2_5:3_4:4ai_4:4_3:5a	78204	81460
1083	39	0	78	6:2	7	1	79796	79829	79829	79874	22	944.679	792.8383	982.1256	418.6718	7.9908	8	3704	3256	2808	1	0	11	OM3	96	2_2_8_7_7_2_28_1	1	1	3	31	3:5_4:4_5:3_6:2_5:3_4:4ai_4:4_3:5a	78204	81460
1084	262	0	524	5:3	7	1	79829	79874	79874	80353	22	944.679	792.8383	982.1256	418.6718	7.9908	8	3704	3256	2808	1	0	11	OM3	96	2_2_8_7_7_2_28_1	1	1	3	31	3:5_4:4_5:3_6:2_5:3_4:4ai_4:4_3:5a	78204	81460
1085	425	0	850	4:4ai	2	1	79874	80353	80353	80724	22	944.679	792.8383	982.1256	418.6718	7.9908	8	3704	3256	2808	1	0	11	OM3	96	2_2_8_7_7_2_28_1	1	1	3	31	3:5_4:4_5:3_6:2_5:3_4:4ai_4:4_3:5a	78204	81460
1086	240	27	452	4:4	28	3	80353	80724	80751	80805	22	944.679	792.8383	982.1256	418.6718	7.9908	8	3704	3256	2808	1	0	11	OM3	96	2_2_8_7_7_2_28_1	1	1	3	31	3:5_4:4_5:3_6:2_5:3_4:4ai_4:4_3:5a	78204	81460
1087	682	583	781	3:5a	1	8	80751	80805	81388	81532	22	944.679	792.8383	982.1256	418.6718	7.9908	8	3704	3256	2808	1	0	11	OM3	96	2_2_8_7_7_2_28_1	1	1	3	31	3:5_4:4_5:3_6:2_5:3_4:4ai_4:4_3:5a	78204	81460
1088	391	0	782	(2:6)	78	1	662479	663134	663134	663261	1	485.0711	444.6175	377.4444	149.1103	12.3926	1	781	391	1	1	1	10	OM5	96	78	1	0	1	16	(2:6)_(4:4aCO)	662806.5	663197.5
1089	350	                      0	700	(5:3)	8	1	279197	279622	279622	279897	6	397.7351	405.4612	416.8117	657.1186	7.4608	6	2232	1938	1643	1	1	8	OM7	96	8_8_8_7_7_34	1	0	3	20	(5:3)_(4:4)_(5:3)_(6:2)_(5:3)_(3:5)_(4:4aCO)	279409.25	281347.25
1090	364	0	728	(4:4)	8	1	279622	279897	279897	280350	6	397.7351	405.4612	416.8117	657.1186	7.4608	6	2232	1938	1643	1	1	8	OM7	96	8_8_8_7_7_34	1	0	3	20	(5:3)_(4:4)_(5:3)_(6:2)_(5:3)_(3:5)_(4:4aCO)	279409.25	281347.25
